"","cDC1","cDC2","pDC","Eos","Mon","Neu","B","T","MouseID","Group","Mouse","HSPC","Day","barcode","n.cDC1","n.cDC2","n.pDC","n.Eos","n.Mon","n.Neu","n.B","n.T","biomass","filter","p.cDC1","p.cDC2","p.pDC","p.Eos","p.Mon","p.Neu","p.B","p.T","bin","bin_bias","umap1","umap2","fate","umap1d","shannon","simpson","group","norm.biomass"
"3827",0,0,0,0,0,0,880.311494836635,0,"CLP_Day28_513","CLP_Day28",513,"CLP","Day28",2592,0,0,0,0,0,0,48.2221378940241,0,48.2221378940241,TRUE,0,0,0,0,0,0,1,0,"0-0-0-1-0-0-0-0",1,10.3034431934136,-15.2306821523101,"B",-58.934647017096,0,0,"False",48.2221378940241
"3828",0,0,0,0,0,0,1725.79098753595,0,"CLP_Day28_514","CLP_Day28",514,"CLP","Day28",21,0,0,0,0,0,0,92.2154034822625,0,92.2154034822625,TRUE,0,0,0,0,0,0,1,0,"0-0-0-1-0-0-0-0",1,8.53295177874504,-18.0936312939642,"B",-58.8081799270611,0,0,"False",92.2154034822625
"3829",0,0,0,0,0,0,671.140939597315,0,"CLP_Day28_514","CLP_Day28",514,"CLP","Day28",30,0,0,0,0,0,0,35.8615457986577,0,35.8615457986577,TRUE,0,0,0,0,0,0,1,0,"0-0-0-1-0-0-0-0",1,10.6325186829738,-15.7312104558743,"B",-58.6010770313174,0,0,"False",35.8615457986577
"3830",0,0,0,0,0,0,4170.66155321189,0,"CLP_Day28_514","CLP_Day28",514,"CLP","Day28",57,0,0,0,0,0,0,222.853891748802,0,222.853891748802,TRUE,0,0,0,0,0,0,1,0,"0-0-0-1-0-0-0-0",1,9.05864165337972,-17.0116090279716,"B",-58.2459949687685,0,0,"False",222.853891748802
"3831",0,0,0,0,0,0,191.754554170662,0,"CLP_Day28_514","CLP_Day28",514,"CLP","Day28",79,0,0,0,0,0,0,10.2461559424737,0,10.2461559424737,TRUE,0,0,0,0,0,0,1,0,"0-0-0-1-0-0-0-0",1,7.99288362126555,-15.1672098565127,"B",-61.6249968419342,0,0,"False",10.2461559424737
"3832",0,0,0,0,0,0,19750.7190795781,0,"CLP_Day28_514","CLP_Day28",514,"CLP","Day28",111,0,0,0,0,0,0,1055.35406207478,0,1055.35406207478,TRUE,0,0,0,0,0,0,1,0,"0-0-0-1-0-0-0-0",1,12.4311685589365,-18.3128510771144,"B",-60.649062266472,0,0,"False",1055.35406207478
"3833",0,0,0,0,0,0,431.447746883988,0,"CLP_Day28_514","CLP_Day28",514,"CLP","Day28",114,0,0,0,0,0,0,23.0538508705657,0,23.0538508705657,TRUE,0,0,0,0,0,0,1,0,"0-0-0-1-0-0-0-0",1,7.87473532438228,-16.0731507947194,"B",-58.6525101790426,0,0,"False",23.0538508705657
"3834",0,0,0,0,0,0,3787.15244487057,0,"CLP_Day28_514","CLP_Day28",514,"CLP","Day28",158,0,0,0,0,0,0,202.361579863855,0,202.361579863855,TRUE,0,0,0,0,0,0,1,0,"0-0-0-1-0-0-0-0",1,13.1198593557648,-18.0148497078374,"B",-59.2698794420378,0,0,"False",202.361579863855
"3835",0,0,0,0,0,0,5992.32981783317,0,"CLP_Day28_514","CLP_Day28",514,"CLP","Day28",173,0,0,0,0,0,0,320.192373202301,0,320.192373202301,TRUE,0,0,0,0,0,0,1,0,"0-0-0-1-0-0-0-0",1,9.95574305961785,-15.9300564985164,"B",-58.0926409663219,0,0,"False",320.192373202301
"3836",0,0,0,0,0,0,719.079578139981,52460.2331191067,"CLP_Day28_514","CLP_Day28",514,"CLP","Day28",199,0,0,0,0,0,0,38.4230847842761,58.5494344395527,96.9725192238288,TRUE,0,0,0,0,0,0,0.396226529864499,0.603773470135501,"0-0-0-1-1-0-0-0",2,-16.0074499502641,-16.1286309600596,"B.T",-39.6516579489866,0.0716203474671355,0.0266779052995461,"False",48.4862596119144
"3837",0,0,0,0,0,0,910.834132310642,0,"CLP_Day28_514","CLP_Day28",514,"CLP","Day28",211,0,0,0,0,0,0,48.6692407267497,0,48.6692407267497,TRUE,0,0,0,0,0,0,1,0,"0-0-0-1-0-0-0-0",1,10.7222830982269,-17.8628035171028,"B",-58.6157019877216,0,0,"False",48.6692407267497
"3838",0,0,0,0,0,0,623.20230105465,0,"CLP_Day28_514","CLP_Day28",514,"CLP","Day28",224,0,0,0,0,0,0,33.3000068130393,0,33.3000068130393,TRUE,0,0,0,0,0,0,1,0,"0-0-0-1-0-0-0-0",1,9.82999282959413,-14.1124466171457,"B",-57.8766570377275,0,0,"False",33.3000068130393
"3839",0,0,0,0,0,0,383.509108341323,0,"CLP_Day28_514","CLP_Day28",514,"CLP","Day28",233,0,0,0,0,0,0,20.4923118849473,0,20.4923118849473,TRUE,0,0,0,0,0,0,1,0,"0-0-0-1-0-0-0-0",1,10.7805332849357,-15.3614138176533,"B",-57.1254099955548,0,0,"False",20.4923118849473
"3840",0,0,0,0,0,0,1198.46596356663,0,"CLP_Day28_514","CLP_Day28",514,"CLP","Day28",249,0,0,0,0,0,0,64.03847464046,0,64.03847464046,TRUE,0,0,0,0,0,0,1,0,"0-0-0-1-0-0-0-0",1,9.42272924273096,-18.943528861232,"B",-59.5733504654332,0,0,"False",64.03847464046
"3841",0,0,0,0,0,0,287.631831255992,0,"CLP_Day28_514","CLP_Day28",514,"CLP","Day28",272,0,0,0,0,0,0,15.3692339137104,0,15.3692339137104,TRUE,0,0,0,0,0,0,1,0,"0-0-0-1-0-0-0-0",1,10.6468641022042,-18.1899045504955,"B",-57.9086401879424,0,0,"False",15.3692339137104
"3842",0,0,0,0,0,0,28906.9990412272,0,"CLP_Day28_514","CLP_Day28",514,"CLP","Day28",293,0,0,0,0,0,0,1544.6080083279,0,1544.6080083279,TRUE,0,0,0,0,0,0,1,0,"0-0-0-1-0-0-0-0",1,10.4824726502813,-14.0109391079455,"B",-59.1104055613964,0,0,"False",1544.6080083279
"3843",0,0,0,0,0,0,38830.297219559,0,"CLP_Day28_514","CLP_Day28",514,"CLP","Day28",295,0,0,0,0,0,0,2074.84657835091,0,2074.84657835091,TRUE,0,0,0,0,0,0,1,0,"0-0-0-1-0-0-0-0",1,9.21620346289889,-16.6028643156418,"B",-60.1940502658004,0,0,"False",2074.84657835091
"3844",0,0,0,0,0,0,1294.34324065197,0,"CLP_Day28_514","CLP_Day28",514,"CLP","Day28",310,0,0,0,0,0,0,69.1615526116973,0,69.1615526116973,TRUE,0,0,0,0,0,0,1,0,"0-0-0-1-0-0-0-0",1,11.0616571420585,-17.9551013274762,"B",-60.2020320865596,0,0,"False",69.1615526116973
"3845",0,0,0,0,0,0,3691.27516778523,0,"CLP_Day28_514","CLP_Day28",514,"CLP","Day28",338,0,0,0,0,0,0,197.238501892617,0,197.238501892617,TRUE,0,0,0,0,0,0,1,0,"0-0-0-1-0-0-0-0",1,12.700881045681,-18.5533248115358,"B",-59.2772433545739,0,0,"False",197.238501892617
"3846",0,0,0,0,0,0,5896.45254074784,0,"CLP_Day28_514","CLP_Day28",514,"CLP","Day28",343,0,0,0,0,0,0,315.069295231064,0,315.069295231064,TRUE,0,0,0,0,0,0,1,0,"0-0-0-1-0-0-0-0",1,7.61696526518703,-18.6417980735555,"B",-61.2072264524936,0,0,"False",315.069295231064
"3847",0,0,0,0,0,0,2205.17737296261,0,"CLP_Day28_514","CLP_Day28",514,"CLP","Day28",351,0,0,0,0,0,0,117.830793338447,0,117.830793338447,TRUE,0,0,0,0,0,0,1,0,"0-0-0-1-0-0-0-0",1,11.0717974214897,-14.3111146160384,"B",-61.3421021160175,0,0,"False",117.830793338447
"3848",0,0,0,0,0,0,0,11369.1952161665,"CLP_Day28_514","CLP_Day28",514,"CLP","Day28",364,0,0,0,0,0,0,0,12.6888484926876,12.6888484926876,TRUE,0,0,0,0,0,0,0,1,"0-0-0-0-1-0-0-0",1,-22.6851805084635,-27.4910456655221,"T",-42.9635215486573,0,0,"False",12.6888484926876
"3849",0,0,0,0,23500.9723913557,0,814.956855225312,0,"CLP_Day28_514","CLP_Day28",514,"CLP","Day28",389,0,0,0,0,7.76879504711281,0,43.546162755513,0,51.3149578026258,TRUE,0,0,0,0,0.151394357118916,0,0.848605642881084,0,"0-0-0-1-0-0-1-0",2,3.41020180681448,-3.76339531680862,"B.Mon",-2.52605444585471,0.146757133460198,0.0647841407832932,"False",25.6574789013129
"3850",0,0,0,0,0,0,13135.1869606903,0,"CLP_Day28_514","CLP_Day28",514,"CLP","Day28",394,0,0,0,0,0,0,701.861682059443,0,701.861682059443,TRUE,0,0,0,0,0,0,1,0,"0-0-0-1-0-0-0-0",1,12.7723604949078,-17.9945274699743,"B",-60.3980593201898,0,0,"False",701.861682059443
"3851",0,0,0,0,0,0,3547.45925215724,0,"CLP_Day28_514","CLP_Day28",514,"CLP","Day28",419,0,0,0,0,0,0,189.553884935762,0,189.553884935762,TRUE,0,0,0,0,0,0,1,0,"0-0-0-1-0-0-0-0",1,10.8624128648745,-13.3423555179879,"B",-61.7317536190273,0,0,"False",189.553884935762
"3852",0,0,0,0,0,0,143.815915627996,0,"CLP_Day28_514","CLP_Day28",514,"CLP","Day28",428,0,0,0,0,0,0,7.68461695685522,0,7.68461695685522,TRUE,0,0,0,0,0,0,1,0,"0-0-0-1-0-0-0-0",1,10.3734853473304,-17.403952098747,"B",-57.9148991774754,0,0,"False",7.68461695685522
"3853",0,0,0,0,0,0,1102.5886864813,0,"CLP_Day28_514","CLP_Day28",514,"CLP","Day28",430,0,0,0,0,0,0,58.9153966692232,0,58.9153966692232,TRUE,0,0,0,0,0,0,1,0,"0-0-0-1-0-0-0-0",1,10.2954705154707,-17.1683702256109,"B",-59.181252234471,0,0,"False",58.9153966692232
"3854",0,0,0,0,0,0,1246.4046021093,0,"CLP_Day28_514","CLP_Day28",514,"CLP","Day28",436,0,0,0,0,0,0,66.6000136260786,0,66.6000136260786,TRUE,0,0,0,0,0,0,1,0,"0-0-0-1-0-0-0-0",1,9.09219373501007,-20.1282816551538,"B",-56.6848010300479,0,0,"False",66.6000136260786
"3855",0,0,0,0,0,0,335.570469798658,0,"CLP_Day28_514","CLP_Day28",514,"CLP","Day28",445,0,0,0,0,0,0,17.9307728993289,0,17.9307728993289,TRUE,0,0,0,0,0,0,1,0,"0-0-0-1-0-0-0-0",1,10.8925916146417,-16.047095171023,"B",-57.8417306786022,0,0,"False",17.9307728993289
"3856",0,0,0,0,0,0,239.693192713327,0,"CLP_Day28_514","CLP_Day28",514,"CLP","Day28",466,0,0,0,0,0,0,12.807694928092,0,12.807694928092,TRUE,0,0,0,0,0,0,1,0,"0-0-0-1-0-0-0-0",1,11.5422367003991,-19.52151467528,"B",-61.377979172524,0,0,"False",12.807694928092
"3857",0,0,0,0,0,0,12511.9846596357,0,"CLP_Day28_514","CLP_Day28",514,"CLP","Day28",468,0,0,0,0,0,0,668.561675246406,0,668.561675246406,TRUE,0,0,0,0,0,0,1,0,"0-0-0-1-0-0-0-0",1,11.2916544382738,-14.884486525368,"B",-58.7017853422492,0,0,"False",668.561675246406
"3858",0,0,0,0,44875.4066776932,0,4122.72291466922,0,"CLP_Day28_514","CLP_Day28",514,"CLP","Day28",477,0,0,0,0,14.8346132802178,0,220.292352763183,0,235.126966043401,TRUE,0,0,0,0,0.0630919265869297,0,0.93690807341307,0,"0-0-0-1-0-0-1-0",2,1.06149280937009,-2.80449178546426,"B.Mon",-2.29465043715662,0.28876702712071,0.154121609651969,"False",117.563483021701
"3859",0,0,0,0,0,0,335.570469798658,0,"CLP_Day28_514","CLP_Day28",514,"CLP","Day28",502,0,0,0,0,0,0,17.9307728993289,0,17.9307728993289,TRUE,0,0,0,0,0,0,1,0,"0-0-0-1-0-0-0-0",1,10.9408768823905,-18.3705820610434,"B",-58.3831651418597,0,0,"False",17.9307728993289
"3860",0,0,0,0,0,0,2061.36145733461,0,"CLP_Day28_514","CLP_Day28",514,"CLP","Day28",510,0,0,0,0,0,0,110.146176381591,0,110.146176381591,TRUE,0,0,0,0,0,0,1,0,"0-0-0-1-0-0-0-0",1,8.44442385243386,-14.7784630087054,"B",-59.8205649141205,0,0,"False",110.146176381591
"3861",0,0,0,0,0,0,5752.63662511985,0,"CLP_Day28_514","CLP_Day28",514,"CLP","Day28",577,0,0,0,0,0,0,307.384678274209,0,307.384678274209,TRUE,0,0,0,0,0,0,1,0,"0-0-0-1-0-0-0-0",1,13.2294656314555,-18.6876466382115,"B",-58.504188387347,0,0,"False",307.384678274209
"3862",0,0,0,0,0,0,1390.2205177373,0,"CLP_Day28_514","CLP_Day28",514,"CLP","Day28",588,0,0,0,0,0,0,74.2846305829341,0,74.2846305829341,TRUE,0,0,0,0,0,0,1,0,"0-0-0-1-0-0-0-0",1,12.4392804065413,-14.7264827572723,"B",-59.7396396828517,0,0,"False",74.2846305829341
"3863",0,0,0,0,0,0,10930.0095877277,0,"CLP_Day28_514","CLP_Day28",514,"CLP","Day28",602,0,0,0,0,0,0,584.030888720997,0,584.030888720997,TRUE,0,0,0,0,0,0,1,0,"0-0-0-1-0-0-0-0",1,10.2506699220224,-16.3056233413434,"B",-59.6870713168857,0,0,"False",584.030888720997
"3864",0,0,0,0,0,0,1342.28187919463,0,"CLP_Day28_514","CLP_Day28",514,"CLP","Day28",604,0,0,0,0,0,0,71.7230915973154,0,71.7230915973154,TRUE,0,0,0,0,0,0,1,0,"0-0-0-1-0-0-0-0",1,10.552288068526,-14.8978590924882,"B",-58.1713696779722,0,0,"False",71.7230915973154
"3865",0,0,0,0,15594.612770134,0,11217.6414189837,0,"CLP_Day28_514","CLP_Day28",514,"CLP","Day28",617,0,0,0,0,5.15516330272453,0,599.400122634707,0,604.555285937432,TRUE,0,0,0,0,0.00852719912080639,0,0.991472800879194,0,"0-0-0-1-0-0-1-0",2,-0.877889193572878,-6.11974251889232,"B.Mon",-25.2638950641358,0.679762864893748,0.486675505056385,"False",302.277642968716
"3866",0,0,0,0,0,0,431.447746883988,0,"CLP_Day28_514","CLP_Day28",514,"CLP","Day28",619,0,0,0,0,0,0,23.0538508705657,0,23.0538508705657,TRUE,0,0,0,0,0,0,1,0,"0-0-0-1-0-0-0-0",1,11.6669879702223,-17.0043118555628,"B",-57.9233049094441,0,0,"False",23.0538508705657
"3867",0,0,0,0,0,0,958.772770853308,0,"CLP_Day28_514","CLP_Day28",514,"CLP","Day28",644,0,0,0,0,0,0,51.2307797123682,0,51.2307797123682,TRUE,0,0,0,0,0,0,1,0,"0-0-0-1-0-0-0-0",1,9.09889784851616,-18.3786649742506,"B",-60.0591477416764,0,0,"False",51.2307797123682
"3868",0,0,0,0,0,0,1246.4046021093,0,"CLP_Day28_514","CLP_Day28",514,"CLP","Day28",677,0,0,0,0,0,0,66.6000136260786,0,66.6000136260786,TRUE,0,0,0,0,0,0,1,0,"0-0-0-1-0-0-0-0",1,8.07119833580568,-16.316248350288,"B",-57.4377209234569,0,0,"False",66.6000136260786
"3869",0,0,0,0,0,0,910.834132310642,0,"CLP_Day28_514","CLP_Day28",514,"CLP","Day28",740,0,0,0,0,0,0,48.6692407267497,0,48.6692407267497,TRUE,0,0,0,0,0,0,1,0,"0-0-0-1-0-0-0-0",1,10.9107940673644,-17.611088807891,"B",-59.3036288032895,0,0,"False",48.6692407267497
"3870",0,0,0,0,0,0,1773.72962607862,0,"CLP_Day28_514","CLP_Day28",514,"CLP","Day28",774,0,0,0,0,0,0,94.7769424678811,0,94.7769424678811,TRUE,0,0,0,0,0,0,1,0,"0-0-0-1-0-0-0-0",1,9.35084555578715,-18.9405131461804,"B",-61.007408860394,0,0,"False",94.7769424678811
"3871",0,0,0,0,0,0,1725.79098753595,0,"CLP_Day28_514","CLP_Day28",514,"CLP","Day28",856,0,0,0,0,0,0,92.2154034822625,0,92.2154034822625,TRUE,0,0,0,0,0,0,1,0,"0-0-0-1-0-0-0-0",1,10.7401095208744,-17.5679303015415,"B",-59.1804575477349,0,0,"False",92.2154034822625
"3872",0,0,0,0,0,0,287.631831255992,0,"CLP_Day28_514","CLP_Day28",514,"CLP","Day28",867,0,0,0,0,0,0,15.3692339137104,0,15.3692339137104,TRUE,0,0,0,0,0,0,1,0,"0-0-0-1-0-0-0-0",1,12.0607222706481,-16.926801318234,"B",-56.9602470707353,0,0,"False",15.3692339137104
"3873",0,0,0,0,7597.37545211654,0,0,0,"CLP_Day28_514","CLP_Day28",514,"CLP","Day28",870,0,0,0,0,2.51148981414784,0,0,0,2.51148981414784,TRUE,0,0,0,0,1,0,0,0,"0-0-0-0-0-0-1-0",1,21.255602692691,15.0375758282488,"Mon",46.3464061406828,0,0,"False",2.51148981414784
"3874",0,0,0,0,0,0,814.956855225312,0,"CLP_Day28_514","CLP_Day28",514,"CLP","Day28",887,0,0,0,0,0,0,43.546162755513,0,43.546162755513,TRUE,0,0,0,0,0,0,1,0,"0-0-0-1-0-0-0-0",1,9.03591759223234,-16.2913424451595,"B",-58.2973974223316,0,0,"False",43.546162755513
"3875",0,0,0,0,0,0,191.754554170662,0,"CLP_Day28_514","CLP_Day28",514,"CLP","Day28",891,0,0,0,0,0,0,10.2461559424737,0,10.2461559424737,TRUE,0,0,0,0,0,0,1,0,"0-0-0-1-0-0-0-0",1,8.80080040596578,-16.2330589913984,"B",-58.898057370869,0,0,"False",10.2461559424737
"3876",0,0,0,0,0,0,5417.06615532119,0,"CLP_Day28_514","CLP_Day28",514,"CLP","Day28",925,0,0,0,0,0,0,289.45390537488,0,289.45390537488,TRUE,0,0,0,0,0,0,1,0,"0-0-0-1-0-0-0-0",1,12.9407697000987,-16.9809716209116,"B",-57.4716822761666,0,0,"False",289.45390537488
"3877",0,0,0,0,0,0,191.754554170662,0,"CLP_Day28_514","CLP_Day28",514,"CLP","Day28",958,0,0,0,0,0,0,10.2461559424737,0,10.2461559424737,TRUE,0,0,0,0,0,0,1,0,"0-0-0-1-0-0-0-0",1,7.87571365555365,-18.3648229244998,"B",-57.8358418203356,0,0,"False",10.2461559424737
"3878",0,0,0,0,0,0,1965.48418024928,0,"CLP_Day28_514","CLP_Day28",514,"CLP","Day28",975,0,0,0,0,0,0,105.023098410355,0,105.023098410355,TRUE,0,0,0,0,0,0,1,0,"0-0-0-1-0-0-0-0",1,12.6020343109517,-17.6137532488329,"B",-60.9856254738972,0,0,"False",105.023098410355
"3879",0,0,0,0,22610.3709627583,0,5081.49568552253,0,"CLP_Day28_514","CLP_Day28",514,"CLP","Day28",985,0,0,0,0,7.47438595406677,0,271.523132475551,0,278.997518429618,TRUE,0,0,0,0,0.026790152099336,0,0.973209847900664,0,"0-0-0-1-0-0-1-0",2,-1.83789520808593,-2.38755751543845,"B.Mon",-2.18871010692942,0.476661470396195,0.29965724436914,"False",139.498759214809
"3880",0,0,0,0,0,0,14860.9779482263,0,"CLP_Day28_514","CLP_Day28",514,"CLP","Day28",992,0,0,0,0,0,0,794.077085541708,0,794.077085541708,TRUE,0,0,0,0,0,0,1,0,"0-0-0-1-0-0-0-0",1,10.821000096059,-19.8821274991668,"B",-58.0694698477263,0,0,"False",794.077085541708
"3881",0,0,0,0,68121.921518021,0,28092.0421860019,0,"CLP_Day28_514","CLP_Day28",514,"CLP","Day28",1041,0,0,0,0,22.5192914436031,0,1501.06184557239,0,1523.58113701599,TRUE,0,0,0,0,0.0147805002940036,0,0.985219499705996,0,"0-0-0-1-0-0-1-0",2,-3.02604116874336,-4.05116748353029,"B.Mon",-24.3087886010245,0.603910331644371,0.41345094045156,"False",761.790568507995
"3882",0,0,0,0,0,0,1677.85234899329,0,"CLP_Day28_514","CLP_Day28",514,"CLP","Day28",1047,0,0,0,0,0,0,89.6538644966444,0,89.6538644966444,TRUE,0,0,0,0,0,0,1,0,"0-0-0-1-0-0-0-0",1,10.0941689962005,-16.4136372086458,"B",-56.8965998260043,0,0,"False",89.6538644966444
"3883",0,0,0,0,0,0,4602.10930009588,0,"CLP_Day28_514","CLP_Day28",514,"CLP","Day28",1050,0,0,0,0,0,0,245.907742619367,0,245.907742619367,TRUE,0,0,0,0,0,0,1,0,"0-0-0-1-0-0-0-0",1,12.4211570485346,-14.2053538387156,"B",-58.1031359158848,0,0,"False",245.907742619367
"3884",0,0,0,0,0,0,910.834132310642,0,"CLP_Day28_514","CLP_Day28",514,"CLP","Day28",1055,0,0,0,0,0,0,48.6692407267497,0,48.6692407267497,TRUE,0,0,0,0,0,0,1,0,"0-0-0-1-0-0-0-0",1,9.58738694343235,-16.0252700381849,"B",-60.5878292206473,0,0,"False",48.6692407267497
"3885",0,0,0,0,0,0,3595.3978906999,0,"CLP_Day28_514","CLP_Day28",514,"CLP","Day28",1072,0,0,0,0,0,0,192.11542392138,0,192.11542392138,TRUE,0,0,0,0,0,0,1,0,"0-0-0-1-0-0-0-0",1,10.4236691977284,-13.5619178670992,"B",-61.6776063423455,0,0,"False",192.11542392138
"3886",0,0,0,0,0,0,0,18217.7015333232,"CLP_Day28_514","CLP_Day28",514,"CLP","Day28",1093,0,0,0,0,0,0,0,20.3322794838318,20.3322794838318,TRUE,0,0,0,0,0,0,0,1,"0-0-0-0-1-0-0-0",1,-22.1389859976228,-25.9156480483307,"T",-42.4198995245286,0,0,"False",20.3322794838318
"3887",0,0,0,0,61815.0093604028,0,38111.217641419,0,"CLP_Day28_514","CLP_Day28",514,"CLP","Day28",1107,0,0,0,0,20.4343943969302,0,2036.42349356664,0,2056.85788796357,TRUE,0,0,0,0,0.00993476239486902,0,0.990065237605131,0,"0-0-0-1-0-0-1-0",2,-1.59419713231547,-5.87746773297923,"B.Mon",-25.0389246489972,0.664742213149062,0.471865016177285,"False",1028.42894398179
"3888",0,0,0,0,0,0,1438.15915627996,0,"CLP_Day28_514","CLP_Day28",514,"CLP","Day28",1111,0,0,0,0,0,0,76.8461695685522,0,76.8461695685522,TRUE,0,0,0,0,0,0,1,0,"0-0-0-1-0-0-0-0",1,12.6079768747739,-17.8750785587757,"B",-61.3413530292862,0,0,"False",76.8461695685522
"3889",0,0,0,0,0,0,719.079578139981,0,"CLP_Day28_514","CLP_Day28",514,"CLP","Day28",1125,0,0,0,0,0,0,38.4230847842761,0,38.4230847842761,TRUE,0,0,0,0,0,0,1,0,"0-0-0-1-0-0-0-0",1,11.308721714504,-14.6282548650191,"B",-60.0057838200058,0,0,"False",38.4230847842761
"3890",0,0,0,0,0,0,6232.0230105465,0,"CLP_Day28_514","CLP_Day28",514,"CLP","Day28",1142,0,0,0,0,0,0,333.000068130393,0,333.000068130393,TRUE,0,0,0,0,0,0,1,0,"0-0-0-1-0-0-0-0",1,7.56771121121921,-17.7980494291949,"B",-59.1290896118127,0,0,"False",333.000068130393
"3891",0,0,0,0,0,0,2492.8092042186,0,"CLP_Day28_514","CLP_Day28",514,"CLP","Day28",1143,0,0,0,0,0,0,133.200027252157,0,133.200027252157,TRUE,0,0,0,0,0,0,1,0,"0-0-0-1-0-0-0-0",1,7.97735997937297,-17.468458105572,"B",-57.9715394823897,0,0,"False",133.200027252157
"3892",0,0,0,0,0,0,2205.17737296261,0,"CLP_Day28_514","CLP_Day28",514,"CLP","Day28",1164,0,0,0,0,0,0,117.830793338447,0,117.830793338447,TRUE,0,0,0,0,0,0,1,0,"0-0-0-1-0-0-0-0",1,9.29924044387658,-15.0270821786785,"B",-59.7297628718543,0,0,"False",117.830793338447
"3893",0,0,0,0,0,0,3020.13422818792,0,"CLP_Day28_514","CLP_Day28",514,"CLP","Day28",1206,0,0,0,0,0,0,161.37695609396,0,161.37695609396,TRUE,0,0,0,0,0,0,1,0,"0-0-0-1-0-0-0-0",1,12.8824256056302,-17.0834320470949,"B",-59.32637775037,0,0,"False",161.37695609396
"3894",0,0,0,0,60978.9345498828,0,29290.5081495686,0,"CLP_Day28_514","CLP_Day28",514,"CLP","Day28",1216,0,0,0,0,20.1580103503971,0,1565.10032021285,0,1585.25833056325,TRUE,0,0,0,0,0.0127159151046599,0,0.98728408489534,0,"0-0-0-1-0-0-1-0",2,-3.15303851966967,-4.84338020576968,"B.Mon",-24.4562405041183,0.630199370633978,0.438384521080866,"False",792.629165281625
"3895",0,0,0,0,0,0,95.8772770853308,0,"CLP_Day28_514","CLP_Day28",514,"CLP","Day28",1221,0,0,0,0,0,0,5.12307797123682,0,5.12307797123682,TRUE,0,0,0,0,0,0,1,0,"0-0-0-1-0-0-0-0",1,9.99474639114597,-17.6436642555076,"B",-61.2955671734381,0,0,"False",5.12307797123682
"3896",0,0,0,0,12686.5264726731,0,14669.2233940556,25167.4173034428,"CLP_Day28_514","CLP_Day28",514,"CLP","Day28",1224,0,0,0,0,4.19382748869664,0,783.830929599232,28.0886675832195,816.113424671149,TRUE,0,0,0,0,0.00513878017677081,0,0.960443617154167,0.0344176026690625,"0-0-0-1-1-0-1-0",3,-7.19891644215139,-15.1053772692401,"B.T.Mon",-34.6371083679118,1.05192306879994,0.63405257876005,"False",272.037808223716
"3897",0,0,0,0,0,0,43000.9587727709,0,"CLP_Day28_514","CLP_Day28",514,"CLP","Day28",1234,0,0,0,0,0,0,2297.70047009971,0,2297.70047009971,TRUE,0,0,0,0,0,0,1,0,"0-0-0-1-0-0-0-0",1,12.1873543632421,-16.6207153024399,"B",-61.2605850820912,0,0,"False",2297.70047009971
"3898",0,0,0,0,0,0,1054.65004793864,30092.9440143043,"CLP_Day28_514","CLP_Day28",514,"CLP","Day28",1257,0,0,0,0,0,0,56.3538576836051,33.585913517737,89.9397712013421,TRUE,0,0,0,0,0,0,0.626573282663234,0.373426717336766,"0-0-0-1-1-0-0-0",2,-12.6493491222771,-16.5931054314245,"B.T",-38.7298128446105,0.147913100551116,0.0654265526119024,"False",44.969885600671
"3899",0,0,0,0,11977.680437667,0,3307.76605944391,0,"CLP_Day28_514","CLP_Day28",514,"CLP","Day28",1295,0,0,0,0,3.95950188402734,0,176.74619000767,0,180.705691891697,TRUE,0,0,0,0,0.0219113290930559,0,0.978088670906944,0,"0-0-0-1-0-0-1-0",2,-2.74964943346005,-1.60417879515174,"B.Mon",-2.12098357385138,0.522313266926145,0.339141741394401,"False",90.3528459458485
"3900",0,0,0,0,0,0,41562.7996164909,0,"CLP_Day28_514","CLP_Day28",514,"CLP","Day28",1301,0,0,0,0,0,0,2220.85430053116,0,2220.85430053116,TRUE,0,0,0,0,0,0,1,0,"0-0-0-1-0-0-0-0",1,8.25159385960704,-14.4750048062868,"B",-57.7607462717936,0,0,"False",2220.85430053116
"3901",0,0,0,0,0,0,191.754554170662,0,"CLP_Day28_514","CLP_Day28",514,"CLP","Day28",1307,0,0,0,0,0,0,10.2461559424737,0,10.2461559424737,TRUE,0,0,0,0,0,0,1,0,"0-0-0-1-0-0-0-0",1,8.61978531961403,-18.8332484601614,"B",-61.5261102492403,0,0,"False",10.2461559424737
"3902",0,0,0,0,0,0,2780.44103547459,0,"CLP_Day28_514","CLP_Day28",514,"CLP","Day28",1311,0,0,0,0,0,0,148.569261165868,0,148.569261165868,TRUE,0,0,0,0,0,0,1,0,"0-0-0-1-0-0-0-0",1,10.7143836758763,-15.3217013788022,"B",-57.9679117456201,0,0,"False",148.569261165868
"3903",0,0,0,0,0,0,4266.53883029722,0,"CLP_Day28_514","CLP_Day28",514,"CLP","Day28",1325,0,0,0,0,0,0,227.976969720038,0,227.976969720038,TRUE,0,0,0,0,0,0,1,0,"0-0-0-1-0-0-0-0",1,10.7684653323,-16.807379870431,"B",-61.5995107033592,0,0,"False",227.976969720038
