cDC1,cDC2,pDC,Eos,Mon,Neu,B
0,0,0,0,0,0,535
34,73,3,20,11,37,0
11,28,10,24,75,64,1097
9,12,3,48,60,135,0
3,3,1,5,15,3,274
17,2,0,7,5,12,4
2,4,9,8,1,24,3
13,13,0,0,0,0,0
0,0,0,0,0,0,2551
0,0,0,1,7,0,0
1,1,9,8,35,24,29
16,43,4,4,1,2,1
2,2,5,10,4,53,0
0,5,1,0,0,1,240
6,3,0,0,0,0,0
0,0,0,2,0,0,6477
0,0,1,3,17,17,19
0,0,0,0,0,0,2107
0,0,0,0,0,0,75
10,0,0,4,4,10,0
0,0,0,0,0,0,2146
12,32,13,8,25,4,624
0,0,0,0,0,0,1017
0,1,4,13,16,62,0
0,1,0,9,34,2,2509
2,6,3,2,14,30,0
2,0,0,1,6,1,0
0,0,0,0,0,0,1169
1,5,0,1,3,3,0
0,3,0,1,17,3,0
0,0,0,0,0,0,3315
1,0,0,1,1,0,2415
11,11,0,35,72,82,83
28,94,9,39,61,72,2417
0,0,1,0,0,0,0
18,23,0,10,0,1,0
19,29,3,12,5,4,0
32,31,0,17,7,8,0
0,0,0,0,0,0,564
0,16,0,3,11,6,1464
0,4,1,9,61,28,0
0,0,0,0,0,0,2476
1,8,0,8,10,1,533
20,3,1,3,21,10,2021
2,6,0,1,0,0,0
13,43,11,30,5,14,63
1,0,0,3,2,6,0
5,14,3,8,8,5,666
0,2,4,12,16,17,28
0,0,0,0,0,0,130
0,0,0,0,0,0,6745
5,6,0,28,32,89,0
0,3,0,20,47,34,0
3,0,2,8,4,54,0
2,11,6,15,41,14,616
17,8,9,25,31,53,6778
73,182,1,17,2,6,0
0,0,0,0,0,0,1432
20,5,0,3,0,0,0
0,0,0,0,0,0,1796
0,1,0,6,21,36,0
1,11,0,0,0,0,0
21,45,52,113,112,494,0
0,0,0,0,0,0,3841
0,0,0,0,0,0,2299
0,0,0,0,0,0,2434
10,7,1,21,13,10,184
0,0,0,0,0,0,7266
42,36,10,30,102,105,2458
8,18,0,9,15,1,2958
1,7,0,0,1,0,0
0,0,0,0,0,0,5478
0,0,0,0,0,0,809
0,0,0,0,0,0,2992
0,1,3,9,20,31,2
0,0,0,0,0,0,1604
10,18,0,11,25,42,0
16,5,0,3,7,4,140
8,14,14,67,66,190,3
8,6,2,32,51,133,0
11,6,4,36,40,63,20
0,0,0,0,0,0,185
19,14,5,26,53,46,2
2,12,0,10,24,5,7424
17,35,5,30,61,64,2136
0,0,0,0,0,0,6177
0,2,5,4,27,25,0
2,6,4,9,9,6,0
12,0,0,0,0,0,0
28,1,0,1,0,0,0
0,0,0,0,0,0,128
2,14,0,3,0,0,0
0,3,0,10,4,5,2226
0,0,0,0,0,0,109
0,0,0,0,0,0,1252
18,52,0,0,0,0,0
0,0,0,0,0,0,3082
10,20,21,28,12,55,3
0,3,0,0,0,0,0
9,10,19,48,45,179,0
0,0,0,0,0,0,743
11,5,0,4,0,0,0
6,5,0,4,2,3,0
0,0,0,2,0,3,0
17,24,2,28,22,32,0
3,1,0,7,1,0,34
0,2,0,2,4,5,3967
0,0,0,0,0,0,5571
0,0,0,0,0,0,1564
0,0,0,0,0,0,12550
30,7,21,27,13,70,0
0,0,0,0,0,0,329
4,12,4,42,45,201,0
20,14,8,8,0,4,0
0,3,0,2,0,2,0
7,8,0,8,30,7,6
0,0,0,0,0,0,5308
1,0,0,0,1,7,4450
0,0,0,0,5,9,0
0,0,0,0,0,0,4713
0,0,0,1,0,0,0
0,0,0,0,0,0,1083
22,23,0,2,35,14,3919
9,3,0,1,0,3,0
1,7,2,2,4,16,0
3,0,0,1,4,7,0
4,22,3,10,11,16,4279
0,5,0,4,39,9,326
3,0,1,2,1,2,0
0,0,0,0,0,0,590
10,0,2,5,1,8,0
0,0,0,0,0,0,1334
0,3,0,1,5,0,0
21,11,0,2,0,0,0
18,12,31,49,51,160,0
29,78,3,20,6,3,0
0,0,0,0,0,0,172
0,9,2,6,1,0,644
0,0,0,0,0,0,1235
38,42,0,5,0,0,0
0,0,0,0,0,0,973
28,21,18,25,52,80,2070
0,0,0,0,0,0,90
14,19,6,19,60,24,2317
12,3,3,12,18,13,208
18,39,0,4,4,14,0
0,6,0,8,19,57,0
7,9,4,25,61,104,299
0,0,0,0,0,1,0
0,12,0,17,12,1,0
0,1,1,6,6,17,30
0,3,3,7,2,1,16
3,6,0,8,23,12,0
0,0,0,0,0,0,1574
5,5,0,1,3,0,0
1,2,0,1,6,3,2625
0,0,0,0,0,0,1916
4,3,10,18,20,45,11
3,14,2,8,3,6,289
0,2,0,0,1,0,0
0,0,0,0,0,0,1505
6,12,14,38,66,97,6
0,0,0,0,0,0,63
3,0,0,0,0,0,0
0,0,0,0,0,0,1289
7,6,0,1,2,0,0
0,4,0,1,0,0,1250
41,40,16,69,69,247,1
31,12,0,29,68,71,0
30,11,3,27,7,15,278
0,0,0,0,0,0,3537
1,1,4,15,14,68,0
0,1,1,2,12,4,76
0,0,0,0,0,0,269
0,0,0,0,0,0,122
0,0,0,0,3,3,0
1,0,0,1,10,3,7582
6,2,13,10,19,26,0
0,0,0,0,0,0,4139
11,5,2,30,46,145,0
2,1,1,0,0,0,0
0,0,0,0,0,0,1762
4,2,0,23,2,23,0
24,35,42,55,54,117,430
4,1,1,24,94,13,16
9,10,5,2,0,0,0
0,0,0,0,0,0,240
0,0,0,0,0,0,669
10,6,0,20,31,76,0
0,2,3,1,1,0,0
10,29,5,8,2,4,168
19,4,0,1,0,1,0
0,0,0,0,0,0,536
6,7,0,6,37,2,2772
6,31,3,39,19,25,8
2,4,8,10,20,41,50
0,0,0,0,8,1,8413
0,0,0,0,4,1,328
0,0,0,0,0,0,458
23,5,1,15,19,23,1525
15,27,1,13,10,14,0
1,3,0,1,0,0,0
32,82,20,26,13,19,19
3,11,8,33,23,70,263
0,0,0,0,0,0,822
3,9,9,24,13,55,0
8,3,0,21,12,25,563
3,18,3,13,58,13,1990
0,1,5,7,15,40,6
0,0,0,0,0,0,997
10,6,0,3,1,0,0
0,0,0,0,0,0,59
0,1,1,2,0,2,0
18,23,4,12,13,13,1
2,0,0,0,0,0,0
4,1,2,23,72,16,1807
0,3,0,0,0,0,2481
0,0,0,0,0,0,43
9,12,3,7,18,4,1020
0,0,0,0,0,0,3557
21,57,19,24,28,24,28
8,6,0,3,10,3,1066
0,0,0,0,0,0,495
46,35,2,17,13,11,0
0,0,0,0,0,0,1449
0,0,0,0,0,0,2132
0,0,0,0,0,0,4187
0,0,0,6,4,38,0
7,8,0,41,91,103,0
1,4,3,13,9,52,0
4,8,9,12,13,13,0
0,2,4,1,5,5,0
2,16,26,40,81,111,38
0,0,0,0,1,0,0
2,8,2,16,21,5,0
0,0,0,2,0,0,147
0,0,0,2,23,3,15
3,3,0,4,53,14,0
0,0,0,0,0,0,1012
5,6,15,24,22,49,8
11,40,3,10,1,1,0
0,0,0,0,0,0,3705
3,9,5,16,17,40,352
5,5,3,1,0,13,292
0,0,1,2,20,13,2523
7,5,0,0,0,0,17
2,3,0,1,0,2,3331
9,5,0,14,2,5,0
0,0,0,0,1,0,4930
5,16,0,14,15,22,0
1,2,0,5,4,10,1294
0,0,0,0,0,0,149
10,16,22,35,65,106,431
0,0,0,0,0,0,33
0,0,0,0,0,0,947
0,0,0,0,0,0,942
5,0,0,1,1,0,0
15,39,17,32,26,80,0
0,0,0,0,0,0,5062
1,1,1,14,17,3,3
4,1,0,13,19,29,0
0,0,0,0,0,0,1135
0,0,0,0,1,0,3277
0,0,0,0,0,0,1402
0,0,0,0,0,0,362
8,17,4,8,22,35,1637
1,11,0,4,2,1,471
0,0,4,0,0,1,0
1,0,0,2,10,3,23
0,0,0,0,0,0,1310
0,0,0,0,0,0,4044
0,5,0,0,0,0,1849
18,38,24,21,51,32,3728
19,10,10,7,14,15,1066
0,0,0,0,0,0,828
0,0,0,0,0,0,1776
4,2,0,1,3,1,0
0,1,8,6,5,12,0
43,8,4,6,0,0,0
0,0,0,2,16,3,0
18,10,1,16,7,22,0
0,1,5,0,0,0,0
14,7,6,33,106,50,85
5,5,3,71,52,169,2
21,28,16,33,39,24,806
4,35,0,1,0,1,0
0,0,0,0,0,0,316
5,2,12,21,22,68,23
21,44,2,23,23,42,0
5,19,9,1,2,0,0
0,0,1,3,2,5,1087
0,0,0,0,0,0,2477
11,3,0,1,0,0,0
1,2,1,4,8,11,3049
0,0,0,0,0,0,3409
0,0,0,0,5,0,2130
1,6,1,2,0,0,0
42,7,10,13,9,7,3
3,2,0,6,20,6,3284
0,0,0,0,0,0,2224
46,12,3,8,9,1,0
6,2,0,0,0,0,0
0,0,0,0,0,0,559
11,40,0,21,19,22,29
5,6,3,2,18,8,1899
0,0,0,0,1,0,163
27,75,2,59,107,118,0
14,6,2,12,55,25,10082
15,12,0,1,3,2,6391
0,0,0,0,0,0,3136
0,0,0,0,0,0,8985
4,4,2,1,0,0,38
0,0,0,0,1,0,0
0,0,1,0,0,0,0
19,15,12,44,88,277,0
11,6,0,2,1,0,0
0,3,0,10,43,7,0
11,3,0,2,2,13,0
0,0,0,0,2,1,929
6,22,0,0,0,0,0
19,15,5,40,53,135,0
1,0,1,0,0,0,0
0,0,0,0,6,6,72
2,2,0,24,45,22,24
2,3,0,0,2,0,1797
0,0,0,1,2,1,2849
7,1,0,0,0,0,0
0,0,0,0,0,0,1479
5,10,0,11,31,7,0
10,2,1,3,0,0,0
13,57,10,26,37,50,88
1,0,0,0,0,1,0
11,4,0,0,0,0,0
18,4,1,8,2,6,0
3,1,0,6,1,9,0
8,5,1,11,18,9,18
0,0,0,0,0,0,2269
0,0,0,1,3,2,0
4,6,3,16,20,28,1
0,0,0,0,0,0,282
0,0,0,0,0,0,1609
0,0,0,0,0,0,536
0,2,12,2,1,4,0
7,10,4,26,94,48,19
0,0,0,0,0,0,985
5,21,1,33,8,70,0
0,0,0,0,0,0,3665
0,1,0,0,8,3,6606
7,11,5,20,24,91,27
0,0,0,0,0,0,443
1,14,0,0,0,1,0
0,0,0,0,0,0,4249
31,70,0,9,1,0,0
0,0,0,0,0,0,2017
8,3,0,4,0,1,10
0,0,0,0,0,0,7378
14,18,15,24,86,84,0
1,0,18,0,0,12,0
1,1,4,2,0,1,0
16,1,1,11,9,11,0
95,88,45,87,114,179,1964
0,0,0,0,0,0,2283
6,5,0,5,5,2,489
4,2,1,14,36,26,200
0,1,0,2,2,2,0
0,0,0,0,0,0,1330
0,0,0,0,0,0,651
5,19,3,26,27,140,0
0,0,1,3,14,7,0
6,2,0,8,0,0,0
5,14,0,9,1,2,0
3,5,4,17,41,22,206
1,7,0,18,7,71,0
13,11,0,25,28,41,0
0,0,0,0,0,0,6875
0,14,18,0,0,14,0
0,1,2,0,0,0,0
9,5,0,10,2,0,0
0,0,0,0,4,1,10707
0,0,0,0,0,0,571
0,0,0,4,16,6,832
24,35,13,62,69,155,6670
2,0,0,0,0,0,0
1,2,0,18,74,24,0
0,0,0,0,0,0,632
20,30,3,16,40,21,1709
4,2,0,0,2,0,3930
24,12,12,10,12,16,1
21,18,15,64,98,301,3
0,2,0,1,8,1,5820
0,0,0,0,0,0,262
11,7,19,32,20,50,266
23,20,14,83,69,332,0
6,41,0,1,2,0,1914
15,6,2,33,4,7,19
24,6,0,0,3,0,0
12,22,0,1,0,0,0
1,0,0,0,0,0,0
0,0,0,0,2,0,1708
0,0,0,0,0,0,5288
4,5,7,1,1,9,0
0,0,0,0,0,0,1
5,5,1,4,7,25,0
0,6,0,3,26,6,9830
2,20,2,3,10,0,631
0,0,0,3,0,0,0
21,41,0,3,0,0,0
1,6,5,26,37,65,2346
1,1,0,5,0,0,0
0,0,0,0,2,1,592
48,10,0,8,12,1,208
9,6,0,4,0,0,0
0,1,0,1,0,0,3433
6,10,4,0,0,2,132
2,11,4,29,58,68,152
36,90,7,12,33,6,901
6,1,2,32,18,119,0
0,0,0,0,0,0,2395
8,12,5,8,3,9,0
16,19,21,40,31,123,14
3,0,4,2,13,16,0
23,11,1,9,3,0,88
5,6,0,5,27,6,2714
0,0,0,4,18,53,0
13,112,4,10,0,0,0
0,0,0,4,5,20,0
14,39,5,10,3,3,0
0,0,0,0,4,0,441
0,0,0,0,0,0,262
0,0,0,0,0,0,510
17,39,11,50,105,141,241
0,0,0,0,0,0,8481
29,63,3,45,53,28,9971
27,46,0,3,0,0,0
8,4,9,37,52,40,64
1,2,0,0,0,0,0
3,24,0,13,5,4,252
0,0,0,0,0,0,1257
5,19,4,7,6,13,0
25,24,29,77,139,316,32
21,4,2,10,0,1,0
18,17,11,45,51,37,3
6,21,12,4,16,15,2675
1,4,0,9,24,14,0
2,8,0,0,0,0,2191
8,1,11,5,8,51,0
5,27,2,7,10,6,0
12,24,14,57,70,234,0
0,0,0,0,0,0,608
4,4,1,17,32,24,3
10,42,3,16,4,35,46
0,0,0,0,0,0,3193
10,5,4,11,15,22,1681
3,11,4,6,4,7,0
38,79,61,86,143,422,50
10,23,11,85,93,330,0
15,15,0,13,10,12,0
7,7,0,10,10,4,4678
44,52,28,65,83,89,1308
4,10,2,0,1,5,0
0,0,0,0,0,0,587
10,4,12,51,60,63,304
18,2,0,3,12,1,2957
17,6,0,5,1,20,0
0,0,0,0,0,0,9247
4,0,1,9,19,36,189
17,23,3,15,10,9,3
4,0,0,6,16,23,0
37,0,0,0,0,0,0
0,0,0,0,1,0,2834
0,0,0,0,0,0,2305
9,2,0,0,0,0,0
1,13,0,0,0,0,6
0,0,0,6,29,19,1423
9,8,0,0,0,0,0
0,0,0,0,0,0,2602
0,0,6,3,7,3,0
0,0,0,0,0,0,2051
0,0,0,0,0,0,370
1,0,0,16,36,61,0
2,7,0,2,6,0,1004
0,0,0,0,0,0,25
8,28,0,8,1,0,9
3,0,6,22,43,30,172
2,8,11,4,4,13,13
0,1,0,2,0,6,0
0,0,0,0,7,0,0
0,0,0,0,0,0,91
6,2,0,7,0,2,798
0,0,0,0,1,0,3108
1,0,0,2,2,5,1
3,2,4,10,14,59,0
0,0,0,0,0,0,1661
3,5,10,25,27,80,0
0,0,0,0,0,0,233
4,54,0,1,0,5,0
8,0,4,22,8,11,0
0,0,0,0,4,0,1614
2,12,10,16,17,39,111
0,0,0,0,0,0,614
33,25,0,12,7,6,0
28,19,0,8,1,0,56
1,3,7,2,14,12,57
0,0,0,0,0,1,0
0,0,0,0,0,0,966
1,0,0,3,32,14,0
0,0,0,0,0,0,5849
3,1,7,0,1,7,0
0,1,0,0,0,0,366
23,23,0,32,6,9,1
2,0,0,1,3,2,3012
0,1,0,6,0,0,67
4,1,2,2,4,4,0
0,1,0,3,0,0,1384
0,0,0,0,0,0,5559
23,18,2,97,339,220,4
0,0,0,0,0,0,5202
3,0,0,1,4,0,3139
3,4,0,2,0,1,0
0,3,1,17,35,40,90
0,0,0,0,0,0,461
0,3,0,0,0,0,0
0,0,0,0,0,0,321
5,10,0,2,0,0,0
0,0,0,0,0,0,33
1,0,3,7,14,10,9
2,1,0,1,1,1,1413
0,0,0,0,0,0,43
0,0,0,0,0,0,1536
0,0,0,0,0,0,2958
3,15,2,18,5,11,4
9,18,8,9,65,18,2076
2,1,0,0,0,0,0
10,6,0,0,0,0,0
0,0,0,0,0,0,991
8,3,0,11,0,5,0
6,1,0,0,0,0,0
0,0,0,0,0,0,1210
4,0,5,8,21,20,26
1,0,0,4,0,5,0
3,17,5,8,12,34,0
14,1,8,12,12,23,0
4,21,1,6,0,1,0
62,43,2,120,99,266,0
3,8,1,9,33,23,0
0,0,4,1,3,5,0
36,4,0,1,0,0,0
8,4,16,11,42,50,681
24,9,2,79,177,180,29
7,3,0,2,0,0,0
0,0,0,0,0,0,117
16,11,8,28,58,163,98
3,5,6,13,22,39,115
0,0,1,0,0,0,0
0,0,0,0,0,0,570
26,26,2,24,71,26,7681
8,24,0,1,18,6,0
6,1,8,0,0,1,143
15,17,4,51,47,96,25
0,0,0,0,0,0,7824
0,0,1,2,3,0,0
0,0,0,0,0,0,753
21,5,0,8,4,5,66
11,7,0,4,5,10,0
5,10,8,35,90,109,141
1,11,5,22,17,88,0
22,68,37,72,93,223,173
9,5,0,12,11,22,1186
0,0,0,0,8,28,0
24,11,12,50,77,122,21
5,19,17,37,48,204,128
0,0,0,0,0,0,4169
17,15,7,9,38,6,2830
9,21,0,0,0,0,0
8,2,1,6,15,19,0
15,25,12,17,8,27,1
0,0,1,0,0,0,0
2,21,0,0,1,0,717
0,0,0,0,0,0,2709
0,0,0,0,0,0,385
1,0,0,7,40,14,2901
13,16,1,15,26,36,1661
0,0,0,0,5,0,571
2,0,0,0,0,0,0
0,0,0,0,3,0,3996
35,43,10,71,44,149,8
1,0,0,8,18,35,0
27,40,10,66,71,81,1
0,0,0,2,6,29,0
4,5,15,20,40,140,0
8,14,0,2,12,12,213
6,0,0,0,0,0,0
4,4,1,1,0,0,7
40,47,20,25,57,78,1448
0,0,0,2,14,3,1327
0,12,0,0,1,0,0
4,5,6,0,0,0,0
6,5,0,6,0,4,0
5,6,9,7,5,34,0
2,8,0,2,0,0,0
4,2,0,0,0,0,0
4,4,4,8,21,4,1015
33,2,0,4,10,0,0
8,7,0,31,66,70,0
0,0,0,0,0,0,1929
13,17,3,13,2,0,755
6,6,0,11,9,7,0
0,0,0,0,0,0,821
3,5,0,1,0,0,0
23,34,8,41,68,43,2673
2,0,0,0,0,0,0
0,0,0,0,0,0,1333
0,2,0,0,0,0,0
20,52,6,24,22,27,458
1,0,0,0,0,0,0
0,0,0,0,0,0,347
3,3,0,0,0,0,0
6,0,0,0,0,0,0
4,8,4,15,25,44,0
0,0,0,0,0,0,2167
3,8,2,1,32,10,1262
0,0,0,0,0,0,2911
9,1,0,0,0,0,0
0,0,0,0,0,0,39
4,6,0,7,27,8,3609
0,0,0,0,2,0,0
3,3,0,4,0,6,0
22,28,22,96,151,260,38
35,11,3,12,69,36,14259
0,0,0,0,1,1,3660
0,0,0,0,0,0,293
25,39,12,7,1,4,0
3,3,0,12,43,34,0
0,1,3,0,0,0,5
0,0,0,0,0,0,684
18,40,10,39,60,173,1
6,64,1,36,79,68,0
4,4,10,1,1,3,0
1,4,24,8,13,85,0
0,0,0,0,0,0,967
3,0,0,2,12,1,2
0,0,5,0,0,0,110
0,0,0,0,0,0,1418
0,0,0,0,0,0,2798
1,0,0,3,9,19,0
0,1,8,0,0,5,0
0,5,0,3,0,0,0
0,0,0,0,0,0,2369
0,0,0,0,0,0,1530
4,42,7,17,4,15,0
0,1,2,1,2,1,36
3,0,1,11,6,9,553
18,12,1,10,50,23,3728
13,10,0,2,5,3,2087
0,4,2,14,1,1,0
2,0,0,0,0,0,0
10,5,0,10,0,1,0
0,0,0,0,0,0,1193
1,0,0,0,0,0,0
20,22,1,10,62,33,0
0,0,0,0,0,0,81
37,74,15,18,3,18,0
0,0,0,0,0,0,97
5,10,5,22,58,87,207
0,0,0,0,16,6,6179
6,25,2,8,32,12,833
0,0,0,0,0,0,4081
0,0,0,0,0,0,7485
12,28,15,49,50,177,5
2,16,0,20,11,21,0
104,54,5,87,132,128,379
0,0,0,0,0,0,378
3,0,0,0,0,3,0
1,2,0,0,0,0,0
0,0,0,0,0,0,964
10,9,0,4,0,6,0
0,0,1,4,11,11,3664
2,3,0,4,0,0,0
2,0,0,0,0,0,4267
8,7,1,14,3,2,0
29,17,0,7,0,7,0
7,12,3,55,67,95,68
0,0,0,0,0,0,179
4,5,2,3,0,1,12
6,7,5,6,12,68,0
14,39,4,19,11,4,319
34,16,16,0,0,1,0
0,0,0,0,0,0,512
3,0,0,0,0,0,0
20,15,9,26,27,50,0
0,2,0,7,48,16,11
11,37,33,98,138,291,56
2,8,3,10,10,35,0
0,0,0,0,0,0,3892
8,1,0,6,0,0,0
0,0,0,1,0,0,0
3,0,0,0,0,0,0
2,0,0,0,0,0,0
11,2,7,29,38,86,1877
5,21,19,69,172,239,30
0,0,0,0,0,0,3836
0,0,0,0,0,0,1201
4,3,6,12,23,132,0
16,11,0,59,148,124,0
0,0,0,0,0,0,4935
20,94,0,3,0,0,0
1,0,1,1,5,10,132
2,6,0,3,31,8,1839
0,0,13,1,2,3,0
0,0,0,0,0,0,2235
5,19,10,30,45,109,25
1,9,6,1,0,0,0
0,0,0,0,1,0,1539
0,0,0,0,0,0,685
2,7,5,39,83,105,52
0,5,6,3,5,18,0
