"cDC1" "cDC2" "pDC" "Eos" "Mon" "Neu" "B" "T" "MouseID" "Group" "Mouse" "HSPC" "Day" "barcode" "n.cDC1" "n.cDC2" "n.pDC" "n.Eos" "n.Mon" "n.Neu" "n.B" "n.T" "biomass" "filter" "p.cDC1" "p.cDC2" "p.pDC" "p.Eos" "p.Mon" "p.Neu" "p.B" "p.T" "bin" "bin_bias" "umap1" "umap2" "fate" "umap1d" "shannon" "simpson" "group" "norm.biomass"
2599.56837355307 0 0 0 0 0 0 0 "ProDC_Day9_515" "ProDC_Day9" 515 "ProDC" "Day9" 2476 0.753475451442025 0 0 0 0 0 0 0 0.753475451442025 TRUE 1 0 0 0 0 0 0 0 "1-0-0-0-0-0-0-0" 1 -18.2928459929876 9.90265789889574 "cDC1" 63.8862429603283 0 0 "True" 0.753475451442025
1397.88110653325 0 0 0 0 0 0 0 "ProDC_Day9_515" "ProDC_Day9" 515 "ProDC" "Day9" 2478 0.405170761624484 0 0 0 0 0 0 0 0.405170761624484 TRUE 1 0 0 0 0 0 0 0 "1-0-0-0-0-0-0-0" 1 -18.2530155990103 11.9151378753513 "cDC1" 64.586049956884 0 0 "True" 0.405170761624484
1201.68726701982 0 0 0 0 0 0 0 "ProDC_Day9_515" "ProDC_Day9" 515 "ProDC" "Day9" 2488 0.348304689817541 0 0 0 0 0 0 0 0.348304689817541 TRUE 1 0 0 0 0 0 0 0 "1-0-0-0-0-0-0-0" 1 -18.0734094911672 10.6342022057498 "cDC1" 66.0095064283442 0 0 "True" 0.348304689817541
2697.66529330979 0 0 0 0 0 0 0 "ProDC_Day9_515" "ProDC_Day9" 515 "ProDC" "Day9" 2491 0.781908487345497 0 0 0 0 0 0 0 0.781908487345497 TRUE 1 0 0 0 0 0 0 0 "1-0-0-0-0-0-0-0" 1 -19.2374577601784 10.4205863341084 "cDC1" 66.7658863946274 0 0 "True" 0.781908487345497
0 16676.4763586423 0 0 0 0 0 0 "ProDC_Day9_515" "ProDC_Day9" 515 "ProDC" "Day9" 2501 0 0.512327737257209 0 0 0 0 0 0 0.512327737257209 TRUE 0 1 0 0 0 0 0 0 "0-1-0-0-0-0-0-0" 1 -5.9633071590325 27.4639921534002 "cDC2" 53.6165936405771 0 0 "True" 0.512327737257209
0 0 17462.7981246178 0 1517.7385695314 0 0 0 "ProDC_Day9_515" "ProDC_Day9" 515 "ProDC" "Day9" 2509 0 0 0.44921276190528 0 3.19345002011004 0 0 0 3.64266278201532 TRUE 0 0 0.12331988679357 0 0.87668011320643 0 0 0 "0-0-1-0-0-0-1-0" 2 18.5291466761479 15.3285943358775 "pDC.Mon" 30.4052515748811 0.278678727134009 0.147137652597612 "True" 1.82133139100766
760.251128114577 0 0 0 0 0 0 0 "ProDC_Day9_515" "ProDC_Day9" 515 "ProDC" "Day9" 2516 0.220356028251913 0 0 0 0 0 0 0 0.220356028251913 TRUE 1 0 0 0 0 0 0 0 "1-0-0-0-0-0-0-0" 1 -16.4389999602377 10.4726695642538 "cDC1" 64.3086082769101 0 0 "True" 0.220356028251913
2035.51108495193 0 0 0 942.044629364316 0 0 0 "ProDC_Day9_515" "ProDC_Day9" 515 "ProDC" "Day9" 2520 0.589985494997056 0 0 0 1.98214139179244 0 0 0 2.57212688678949 TRUE 0.229376512499145 0 0 0 0.770623487500855 0 0 0 "1-0-0-0-0-0-1-0" 2 -1.37826392189715 8.68786116443167 "cDC1.Mon" -14.7331214440254 0.624112068560263 0.432568760832367 "True" 1.28606344339475
0 0 0 0 0 683.713934089977 0 0 "ProDC_Day9_515" "ProDC_Day9" 515 "ProDC" "Day9" 2540 0 0 0 0 0 4.80063587173527 0 0 4.80063587173527 TRUE 0 0 0 0 0 1 0 0 "0-0-0-0-0-0-0-1" 1 17.335370256102 1.482250562426 "Neu" 37.6633080774245 0 0 "True" 4.80063587173527
0 0 0 0 791.579167729738 410.228360453986 0 0 "ProDC_Day9_515" "ProDC_Day9" 515 "ProDC" "Day9" 2542 0 0 0 0 1.6655493639367 2.88038152304116 0 0 4.54593088697786 TRUE 0 0 0 0 0.366382464966149 0.633617535033851 0 0 "0-0-0-0-0-0-1-1" 2 1.39841790400369 5.49703370840558 "MoNeu" -7.26894179746261 0.641922141789476 0.449655793022742 "True" 2.27296544348893
7577.98705120659 0 0 0 0 0 0 0 "ProDC_Day9_515" "ProDC_Day9" 515 "ProDC" "Day9" 2544 2.19645202354326 0 0 0 0 0 0 0 2.19645202354326 TRUE 1 0 0 0 0 0 0 0 "1-0-0-0-0-0-0-0" 1 -16.7576602855703 9.26706822720296 "cDC1" 66.7238020708223 0 0 "True" 2.19645202354326
735.726898175397 0 0 0 0 0 0 0 "ProDC_Day9_515" "ProDC_Day9" 515 "ProDC" "Day9" 2551 0.213247769276045 0 0 0 0 0 0 0 0.213247769276045 TRUE 1 0 0 0 0 0 0 0 "1-0-0-0-0-0-0-0" 1 -18.3986631958501 13.583455533194 "cDC1" 66.36459453713 0 0 "True" 0.213247769276045
14052.3837551501 0 0 0 0 0 0 0 "ProDC_Day9_515" "ProDC_Day9" 515 "ProDC" "Day9" 2552 4.07303239317246 0 0 0 0 0 0 0 4.07303239317246 TRUE 1 0 0 0 0 0 0 0 "1-0-0-0-0-0-0-0" 1 -16.0103000090439 9.64002310254391 "cDC1" 65.4507475933066 0 0 "True" 4.07303239317246
0 0 0 2277.81697702243 0 48.2621600534101 0 0 "ProDC_Day9_515" "ProDC_Day9" 515 "ProDC" "Day9" 2568 0 0 0 1.25710993879959 0 0.33886841447543 0 0 2.8530882920746 TRUE 0 0 0 0.787673552225782 0 0.212326447774218 0 0 "0-0-0-0-0-1-0-1" 2 -16.435315195183 -3.95627272962895 "Eos.Neu" -8.39469695303682 0.100937203308023 0.0406355932603795 "True" 1.4265441460373
0 0 0 0 0 24.1310800267051 0 0 "ProDC_Day9_515" "ProDC_Day9" 515 "ProDC" "Day9" 2576 0 0 0 0 0 0.169434207237716 0 0 0.169434207237716 TRUE 0 0 0 0 0 1 0 0 "0-0-0-0-0-0-0-1" 1 18.7930115089777 1.71845763357819 "Neu" 37.6256393735112 0 0 "True" 0.169434207237716
3850.30410045125 0 0 0 0 0 0 0 "ProDC_Day9_515" "ProDC_Day9" 515 "ProDC" "Day9" 2581 1.1159966592113 0 0 0 0 0 0 0 1.1159966592113 TRUE 1 0 0 0 0 0 0 0 "1-0-0-0-0-0-0-0" 1 -17.7676979540799 9.41727426525264 "cDC1" 66.6054850754577 0 0 "True" 1.1159966592113
4218.16754953894 0 0 0 340.182782826003 611.320694009862 0 0 "ProDC_Day9_515" "ProDC_Day9" 515 "ProDC" "Day9" 2589 1.22262054384932 0 0 0 0.715773280369491 4.29233325002212 0 0 6.23072707424094 TRUE 0.196224377874595 0 0 0 0.11487797039428 0.688897651731125 0 0 "1-0-0-0-0-0-1-1" 3 3.23231466228573 -0.245593199740293 "cDC1.MoNeu" 14.6721812868277 0.597486703950494 0.315920158484031 "True" 2.07690902474698
1618.59917598587 0 0 0 0 0 0 0 "ProDC_Day9_515" "ProDC_Day9" 515 "ProDC" "Day9" 2596 0.469145092407297 0 0 0 0 0 0 0 0.469145092407297 TRUE 1 0 0 0 0 0 0 0 "1-0-0-0-0-0-0-0" 1 -18.954989847102 11.9364585375629 "cDC1" 66.1386757756011 0 0 "True" 0.469145092407297
0 0 0 0 0 88.4806267645852 0 0 "ProDC_Day9_515" "ProDC_Day9" 515 "ProDC" "Day9" 2606 0 0 0 0 0 0.621258759871622 0 0 0.621258759871622 TRUE 0 0 0 0 0 1 0 0 "0-0-0-0-0-0-0-1" 1 18.3919177653816 4.05642037604808 "Neu" 38.5532187738857 0 0 "True" 0.621258759871622
0 0 0 0 0 421.882971625917 0 0 "ProDC_Day9_516" "ProDC_Day9" 516 "ProDC" "Day9" 9 0 0 0 0 0 3.16445210728582 0 0 3.16445210728582 TRUE 0 0 0 0 0 1 0 0 "0-0-0-0-0-0-0-1" 1 19.2628768914605 2.97279640140374 "Neu" 37.790305987149 0 0 "True" 3.16445210728582
0 0 0 0 751.25459517394 0 0 0 "ProDC_Day9_516" "ProDC_Day9" 516 "ProDC" "Day9" 41 0 0 0 0 0.303636153751765 0 0 0 0.303636153751765 TRUE 0 0 0 0 1 0 0 0 "0-0-0-0-0-0-1-0" 1 21.9002712949012 14.1101374199585 "Mon" 45.7897840498153 0 0 "True" 0.303636153751765
0 0 0 0 6200.35459216892 4258.07464385228 0 0 "ProDC_Day9_516" "ProDC_Day9" 516 "ProDC" "Day9" 76 0 0 0 0 2.50601038896457 31.9388887107452 0 0 34.4448990997098 TRUE 0 0 0 0 0.0727541799936839 0.927245820006316 0 0 "0-0-0-0-0-0-1-1" 2 8.01941072715776 0.353564107824093 "MoNeu" -6.81545097391368 0.675801756181639 0.48275509790236 "True" 17.2224495498549
13097.0724191063 0 0 0 0 0 0 0 "ProDC_Day9_516" "ProDC_Day9" 516 "ProDC" "Day9" 82 5.34043915292757 0 0 0 0 0 0 0 5.34043915292757 TRUE 1 0 0 0 0 0 0 0 "1-0-0-0-0-0-0-0" 1 -17.3192996799586 11.5249343841853 "cDC1" 64.5993234021899 0 0 "True" 5.34043915292757
0 0 0 0 0 2354.69565558652 0 0 "ProDC_Day9_516" "ProDC_Day9" 516 "ProDC" "Day9" 90 0 0 0 0 0 17.6620582732232 0 0 17.6620582732232 TRUE 0 0 0 0 0 1 0 0 "0-0-0-0-0-0-0-1" 1 17.6092071374696 4.35296052008849 "Neu" 37.6032448128384 0 0 "True" 17.6620582732232
0 0 0 0 390.652389490449 0 0 0 "ProDC_Day9_516" "ProDC_Day9" 516 "ProDC" "Day9" 100 0 0 0 0 0.157890799950918 0 0 0 0.157890799950918 TRUE 0 0 0 0 1 0 0 0 "0-0-0-0-0-0-1-0" 1 21.4407820914921 15.9984057739697 "Mon" 45.9597034902222 0 0 "True" 0.157890799950918
32532.5675864967 0 0 0 0 0 0 0 "ProDC_Day9_516" "ProDC_Day9" 516 "ProDC" "Day9" 101 13.265422387887 0 0 0 0 0 0 0 13.265422387887 TRUE 1 0 0 0 0 0 0 0 "1-0-0-0-0-0-0-0" 1 -18.9284375845739 12.5907342815404 "cDC1" 64.0259857449815 0 0 "True" 13.265422387887
11626.2781902227 0 0 0 0 3237.70652643146 0 0 "ProDC_Day9_516" "ProDC_Day9" 516 "ProDC" "Day9" 110 4.74071069190362 0 0 0 0 24.2853301256819 0 0 29.0260408175855 TRUE 0.163326122280909 0 0 0 0 0.836673877719091 0 0 "1-0-0-0-0-0-0-1" 2 3.87184214393186 -0.54541136084691 "cDC1.Neu" 15.0682555671068 0.524137798926786 0.340751429607065 "True" 14.5130204087927
0 0 0 0 0 29.4336956948314 0 0 "ProDC_Day9_516" "ProDC_Day9" 516 "ProDC" "Day9" 114 0 0 0 0 0 0.220775728415289 0 0 0.220775728415289 TRUE 0 0 0 0 0 1 0 0 "0-0-0-0-0-0-0-1" 1 17.5573291424356 2.4188187588091 "Neu" 37.981602955434 0 0 "True" 0.220775728415289
14182.6586356633 0 0 0 0 0 0 0 "ProDC_Day9_516" "ProDC_Day9" 516 "ProDC" "Day9" 130 5.78309587415956 0 0 0 0 0 0 0 5.78309587415956 TRUE 1 0 0 0 0 0 0 0 "1-0-0-0-0-0-0-0" 1 -19.1889511314973 9.13686446713573 "cDC1" 66.7587775708618 0 0 "True" 5.78309587415956
0 0 0 0 881.472058337424 0 0 0 "ProDC_Day9_516" "ProDC_Day9" 516 "ProDC" "Day9" 164 0 0 0 0 0.356266420402072 0 0 0 0.356266420402072 TRUE 0 0 0 0 1 0 0 0 "0-0-0-0-0-0-1-0" 1 21.2648774930569 15.3182080079562 "Mon" 46.4644007350838 0 0 "True" 0.356266420402072
0 0 0 0 0 6043.71884933872 0 0 "ProDC_Day9_516" "ProDC_Day9" 516 "ProDC" "Day9" 178 0 0 0 0 0 45.3326162346062 0 0 45.3326162346062 TRUE 0 0 0 0 0 1 0 0 "0-0-0-0-0-0-0-1" 1 16.3604347177956 1.94505954648289 "Neu" 37.8106194714366 0 0 "True" 45.3326162346062
3922.11794368959 0 0 0 0 0 0 0 "ProDC_Day9_516" "ProDC_Day9" 516 "ProDC" "Day9" 188 1.59927589606387 0 0 0 0 0 0 0 1.59927589606387 TRUE 1 0 0 0 0 0 0 0 "1-0-0-0-0-0-0-0" 1 -18.9001470206928 9.82351132889755 "cDC1" 65.9449388537698 0 0 "True" 1.59927589606387
0 0 0 0 0 186.413406067266 0 0 "ProDC_Day9_516" "ProDC_Day9" 516 "ProDC" "Day9" 202 0 0 0 0 0 1.3982462799635 0 0 1.3982462799635 TRUE 0 0 0 0 0 1 0 0 "0-0-0-0-0-0-0-1" 1 17.6532817357574 2.77486334713378 "Neu" 37.9464466953152 0 0 "True" 1.3982462799635
0 0 0 0 0 176.602174168989 0 0 "ProDC_Day9_516" "ProDC_Day9" 516 "ProDC" "Day9" 214 0 0 0 0 0 1.32465437049174 0 0 1.32465437049174 TRUE 0 0 0 0 0 1 0 0 "0-0-0-0-0-0-0-1" 1 17.9289808937127 2.76228997378786 "Neu" 37.5961631791815 0 0 "True" 1.32465437049174
6408.4605687071 0 0 0 1031.72297737221 0 0 0 "ProDC_Day9_516" "ProDC_Day9" 516 "ProDC" "Day9" 224 2.61310258017579 0 0 0 0.416993651152424 0 0 0 3.03009623132822 TRUE 0.862382703611483 0 0 0 0.137617296388517 0 0 0 "1-0-0-0-0-0-1-0" 2 -8.33698788738212 7.5782999864323 "cDC1.Mon" -13.939104497379 0.402539998079787 0.238879848973684 "True" 1.51504811566411
0 0 0 4485.74781390771 0 0 0 0 "ProDC_Day9_516" "ProDC_Day9" 516 "ProDC" "Day9" 240 0 0 0 0.436406534629216 0 0 0 0 0.872813069258432 TRUE 0 0 0 1 0 0 0 0 "0-0-0-0-0-1-0-0" 1 6.36808319936698 18.9000812518937 "Eos" 49.3363111354499 0 0 "True" 0.872813069258432
9980.38941028155 0 0 0 0 0 0 0 "ProDC_Day9_516" "ProDC_Day9" 516 "ProDC" "Day9" 254 4.06958598551968 0 0 0 0 0 0 0 4.06958598551968 TRUE 1 0 0 0 0 0 0 0 "1-0-0-0-0-0-0-0" 1 -16.4509476002531 13.1425262976772 "cDC1" 63.9274980184669 0 0 "True" 4.06958598551968
0 0 0 0 0 68.67862328794 0 0 "ProDC_Day9_516" "ProDC_Day9" 516 "ProDC" "Day9" 276 0 0 0 0 0 0.515143366302343 0 0 0.515143366302343 TRUE 0 0 0 0 0 1 0 0 "0-0-0-0-0-0-0-1" 1 17.1752172178166 3.49466743708765 "Neu" 37.8981105559598 0 0 "True" 0.515143366302343
0 0 0 4946.30982574352 0 3070.91558416075 0 0 "ProDC_Day9_516" "ProDC_Day9" 516 "ProDC" "Day9" 290 0 0 0 0.481213394021526 0 23.0342676646619 0 0 23.996694452705 TRUE 0 0 0 0.0204636848729842 0 0.979536315127016 0 0 "0-0-0-0-0-1-0-1" 2 -12.9108204337647 0.799731036229267 "Eos.Neu" -8.70827573696841 0.665532615469146 0.47264057459907 "True" 11.9983472263525
36629.7800812439 0 0 29690.4770917717 14263.8205803692 35447.9808484753 0 0 "ProDC_Day9_516" "ProDC_Day9" 516 "ProDC" "Day9" 293 14.9360945293108 0 0 2.88850794931799 5.76503843923351 265.88756892148 0 0 292.365717788661 TRUE 0.0515967890446375 0 0 0.00997836047584224 0.0199153447776875 0.918509505701833 0 0 "1-0-0-0-0-1-1-1" 4 6.66611695474343 -1.14212206730136 "cDC1.Eos.MoNeu" -5.94370906445274 1.33270773555265 0.726423446078447 "True" 73.0914294471653
0 0 0 0 1973.29540332355 0 0 0 "ProDC_Day9_516" "ProDC_Day9" 516 "ProDC" "Day9" 308 0 0 0 0 0.797550963854637 0 0 0 0.797550963854637 TRUE 0 0 0 0 1 0 0 0 "0-0-0-0-0-0-1-0" 1 21.8226110396704 14.0524472325919 "Mon" 46.0329139153758 0 0 "True" 0.797550963854637
14812.9990194705 0 0 0 0 0 0 0 "ProDC_Day9_516" "ProDC_Day9" 516 "ProDC" "Day9" 312 6.04012235745552 0 0 0 0 0 0 0 6.04012235745552 TRUE 1 0 0 0 0 0 0 0 "1-0-0-0-0-0-0-0" 1 -18.3750979642706 12.6211962781723 "cDC1" 64.0969642917333 0 0 "True" 6.04012235745552
0 0 0 0 0 519.995290608689 0 0 "ProDC_Day9_516" "ProDC_Day9" 516 "ProDC" "Day9" 319 0 0 0 0 0 3.90037120200345 0 0 3.90037120200345 TRUE 0 0 0 0 0 1 0 0 "0-0-0-0-0-0-0-1" 1 17.197350184714 1.83148037040141 "Neu" 37.7369731210917 0 0 "True" 3.90037120200345
0 0 0 0 0 4876.18225344374 0 0 "ProDC_Day9_516" "ProDC_Day9" 516 "ProDC" "Day9" 361 0 0 0 0 0 36.5751790074663 0 0 36.5751790074663 TRUE 0 0 0 0 0 1 0 0 "0-0-0-0-0-0-0-1" 1 16.5041749902596 3.11006458265479 "Neu" 38.2288514453344 0 0 "True" 36.5751790074663
18384.927861045 0 0 0 0 0 0 0 "ProDC_Day9_516" "ProDC_Day9" 516 "ProDC" "Day9" 366 7.49660576279943 0 0 0 0 0 0 0 7.49660576279943 TRUE 1 0 0 0 0 0 0 0 "1-0-0-0-0-0-0-0" 1 -15.6065423126703 11.639312404569 "cDC1" 63.6933940929398 0 0 "True" 7.49660576279943
0 0 0 0 0 1177.34782779326 0 0 "ProDC_Day9_516" "ProDC_Day9" 516 "ProDC" "Day9" 372 0 0 0 0 0 8.83102913661161 0 0 8.83102913661161 TRUE 0 0 0 0 0 1 0 0 "0-0-0-0-0-0-0-1" 1 18.2368947293804 3.97921570307071 "Neu" 37.5460956383924 0 0 "True" 8.83102913661161
0 0 0 0 0 215.847101762097 0 0 "ProDC_Day9_516" "ProDC_Day9" 516 "ProDC" "Day9" 402 0 0 0 0 0 1.61902200837879 0 0 1.61902200837879 TRUE 0 0 0 0 0 1 0 0 "0-0-0-0-0-0-0-1" 1 16.9719632440871 4.00016097298561 "Neu" 37.9281440373957 0 0 "True" 1.61902200837879
8264.46280991736 0 0 0 0 0 0 0 "ProDC_Day9_516" "ProDC_Day9" 516 "ProDC" "Day9" 414 3.36990278099174 0 0 0 0 0 0 0 3.36990278099174 TRUE 1 0 0 0 0 0 0 0 "1-0-0-0-0-0-0-0" 1 -17.6111098936212 10.4657115054788 "cDC1" 63.8498803739014 0 0 "True" 3.36990278099174
0 0 0 0 0 8614.26160668734 0 0 "ProDC_Day9_516" "ProDC_Day9" 516 "ProDC" "Day9" 419 0 0 0 0 0 64.6136965162082 0 0 64.6136965162082 TRUE 0 0 0 0 0 1 0 0 "0-0-0-0-0-0-0-1" 1 18.3806056927774 1.46842859368254 "Neu" 38.2194375440341 0 0 "True" 64.6136965162082
0 0 0 5072.49119884923 0 0 0 0 "ProDC_Day9_516" "ProDC_Day9" 516 "ProDC" "Day9" 421 0 0 0 0.493489245909831 0 0 0 0 0.986978491819663 TRUE 0 0 0 1 0 0 0 0 "0-0-0-0-0-1-0-0" 1 7.88625049578422 20.2654451234293 "Eos" 49.7833281285216 0 0 "True" 0.986978491819663
0 0 0 0 0 1461.8735528433 0 0 "ProDC_Day9_516" "ProDC_Day9" 516 "ProDC" "Day9" 428 0 0 0 0 0 10.9651945112928 0 0 10.9651945112928 TRUE 0 0 0 0 0 1 0 0 "0-0-0-0-0-0-0-1" 1 17.5264200139557 2.94841008032615 "Neu" 37.3882245060529 0 0 "True" 10.9651945112928
0 0 0 0 0 19151.524665437 0 0 "ProDC_Day9_516" "ProDC_Day9" 516 "ProDC" "Day9" 432 0 0 0 0 0 143.651407288882 0 0 143.651407288882 TRUE 0 0 0 0 0 1 0 0 "0-0-0-0-0-0-0-1" 1 16.4839227173827 1.98374281829342 "Neu" 38.5362445371136 0 0 "True" 143.651407288882
0 0 0 0 0 7299.5565323182 0 0 "ProDC_Day9_516" "ProDC_Day9" 516 "ProDC" "Day9" 436 0 0 0 0 0 54.7523806469919 0 0 54.7523806469919 TRUE 0 0 0 0 0 1 0 0 "0-0-0-0-0-0-0-1" 1 17.6077809076807 2.09107386415871 "Neu" 37.4899109384088 0 0 "True" 54.7523806469919
0 0 0 3034.66202319214 0 0 0 0 "ProDC_Day9_516" "ProDC_Day9" 516 "ProDC" "Day9" 452 0 0 0 0.295234237913718 0 0 0 0 0.590468475827435 TRUE 0 0 0 1 0 0 0 0 "0-0-0-0-0-1-0-0" 1 7.07396083838978 19.9186587082832 "Eos" 49.3141724407042 0 0 "True" 0.590468475827435
0 0 0 0 0 29.4336956948314 0 0 "ProDC_Day9_516" "ProDC_Day9" 516 "ProDC" "Day9" 457 0 0 0 0 0 0.220775728415289 0 0 0.220775728415289 TRUE 0 0 0 0 0 1 0 0 "0-0-0-0-0-0-0-1" 1 18.3127926798475 1.16279650676703 "Neu" 38.2504915044386 0 0 "True" 0.220775728415289
0 0 0 0 0 215.847101762097 0 0 "ProDC_Day9_516" "ProDC_Day9" 516 "ProDC" "Day9" 460 0 0 0 0 0 1.61902200837879 0 0 1.61902200837879 TRUE 0 0 0 0 0 1 0 0 "0-0-0-0-0-0-0-1" 1 16.6263858688463 3.62799662893442 "Neu" 38.3792894408546 0 0 "True" 1.61902200837879
0 0 0 0 450.752757104364 0 0 0 "ProDC_Day9_516" "ProDC_Day9" 516 "ProDC" "Day9" 474 0 0 0 0 0.182181692251059 0 0 0 0.182181692251059 TRUE 0 0 0 0 1 0 0 0 "0-0-0-0-0-0-1-0" 1 21.0924561042032 15.8752041851082 "Mon" 46.1809547092407 0 0 "True" 0.182181692251059
840.453845076341 0 0 0 0 608.296377693183 0 0 "ProDC_Day9_516" "ProDC_Day9" 516 "ProDC" "Day9" 480 0.342701977727973 0 0 0 0 4.56269838724932 0 0 4.90540036497729 TRUE 0.0698621829473361 0 0 0 0 0.930137817052664 0 0 "1-0-0-0-0-0-0-1" 2 5.72567178974709 -1.41778643325339 "cDC1.Neu" 15.4197430331366 0.680252152067441 0.487160494797652 "True" 2.45270018248865
0 0 0 0 0 147.168478474157 0 0 "ProDC_Day9_516" "ProDC_Day9" 516 "ProDC" "Day9" 509 0 0 0 0 0 1.10387864207645 0 0 1.10387864207645 TRUE 0 0 0 0 0 1 0 0 "0-0-0-0-0-0-0-1" 1 17.827099374168 3.67484500247562 "Neu" 37.8753180495481 0 0 "True" 1.10387864207645
0 0 0 0 0 98.1123189827715 0 0 "ProDC_Day9_516" "ProDC_Day9" 516 "ProDC" "Day9" 511 0 0 0 0 0 0.735919094717633 0 0 0.735919094717633 TRUE 0 0 0 0 0 1 0 0 "0-0-0-0-0-0-0-1" 1 18.4343489073509 3.56001678063192 "Neu" 37.4665389525056 0 0 "True" 0.735919094717633
5638.04454405379 0 0 0 0 0 0 0 "ProDC_Day9_516" "ProDC_Day9" 516 "ProDC" "Day9" 539 2.29895910059182 0 0 0 0 0 0 0 2.29895910059182 TRUE 1 0 0 0 0 0 0 0 "1-0-0-0-0-0-0-0" 1 -19.9763697321053 10.740033946731 "cDC1" 65.6318321939818 0 0 "True" 2.29895910059182
0 0 0 0 0 922.255798438052 0 0 "ProDC_Day9_516" "ProDC_Day9" 516 "ProDC" "Day9" 543 0 0 0 0 0 6.91763949034575 0 0 6.91763949034575 TRUE 0 0 0 0 0 1 0 0 "0-0-0-0-0-0-0-1" 1 17.1368087836085 2.75199950989954 "Neu" 37.8790850350978 0 0 "True" 6.91763949034575
0 0 0 0 0 431.694203524195 0 0 "ProDC_Day9_516" "ProDC_Day9" 516 "ProDC" "Day9" 594 0 0 0 0 0 3.23804401675759 0 0 3.23804401675759 TRUE 0 0 0 0 0 1 0 0 "0-0-0-0-0-0-0-1" 1 17.2511151576169 2.32675895302563 "Neu" 38.5220237857992 0 0 "True" 3.23804401675759
0 0 0 0 911.522242144381 0 0 0 "ProDC_Day9_516" "ProDC_Day9" 516 "ProDC" "Day9" 607 0 0 0 0 0.368411866552142 0 0 0 0.368411866552142 TRUE 0 0 0 0 1 0 0 0 "0-0-0-0-0-0-1-0" 1 21.7669995425799 15.5076233780806 "Mon" 45.7289564359984 0 0 "True" 0.368411866552142
21501.6108698697 0 0 0 0 0 0 0 "ProDC_Day9_516" "ProDC_Day9" 516 "ProDC" "Day9" 648 8.7674589302073 0 0 0 0 0 0 0 8.7674589302073 TRUE 1 0 0 0 0 0 0 0 "1-0-0-0-0-0-0-0" 1 -17.0199279702579 12.9288742429774 "cDC1" 64.0505265395482 0 0 "True" 8.7674589302073
0 0 0 0 1071.78988911482 0 0 0 "ProDC_Day9_516" "ProDC_Day9" 516 "ProDC" "Day9" 649 0 0 0 0 0.433187579352518 0 0 0 0.433187579352518 TRUE 0 0 0 0 1 0 0 0 "0-0-0-0-0-0-1-0" 1 22.1928471665165 14.8197178940407 "Mon" 46.3655266507069 0 0 "True" 0.433187579352518
0 0 0 0 0 1314.70507436914 0 0 "ProDC_Day9_516" "ProDC_Day9" 516 "ProDC" "Day9" 663 0 0 0 0 0 9.86131586921629 0 0 9.86131586921629 TRUE 0 0 0 0 0 1 0 0 "0-0-0-0-0-0-0-1" 1 17.3245919294636 1.49637673417548 "Neu" 37.8155953255952 0 0 "True" 9.86131586921629
0 0 0 0 0 245.280797456929 0 0 "ProDC_Day9_516" "ProDC_Day9" 516 "ProDC" "Day9" 664 0 0 0 0 0 1.83979773679408 0 0 1.83979773679408 TRUE 0 0 0 0 0 1 0 0 "0-0-0-0-0-0-0-1" 1 17.700451607723 4.05146779070125 "Neu" 37.2858554920526 0 0 "True" 1.83979773679408
0 0 0 0 0 19337.9380715043 0 0 "ProDC_Day9_516" "ProDC_Day9" 516 "ProDC" "Day9" 674 0 0 0 0 0 145.049653568846 0 0 145.049653568846 TRUE 0 0 0 0 0 1 0 0 "0-0-0-0-0-0-0-1" 1 18.5268860412566 2.65186041151122 "Neu" 37.8957992262221 0 0 "True" 145.049653568846
0 0 0 6025.16056579728 0 0 0 0 "ProDC_Day9_516" "ProDC_Day9" 516 "ProDC" "Day9" 687 0 0 0 0.586171927666528 0 0 0 0 1.17234385533306 TRUE 0 0 0 1 0 0 0 0 "0-0-0-0-0-1-0-0" 1 7.59498280728464 19.4966865145918 "Eos" 49.3619673677502 0 0 "True" 1.17234385533306
0 0 0 4643.47453028984 0 0 0 0 "ProDC_Day9_516" "ProDC_Day9" 516 "ProDC" "Day9" 697 0 0 0 0.451751349489596 0 0 0 0 0.903502698979193 TRUE 0 0 0 1 0 0 0 0 "0-0-0-0-0-1-0-0" 1 7.92662868402915 19.9319044321844 "Eos" 49.3932027488924 0 0 "True" 0.903502698979193
0 0 0 0 941.572425951339 11047.4471174601 0 0 "ProDC_Day9_516" "ProDC_Day9" 516 "ProDC" "Day9" 731 0 0 0 0 0.380557312702213 82.8644900652057 0 0 83.2450473779079 TRUE 0 0 0 0 0.00457153097618643 0.995428469023814 0 0 "0-0-0-0-0-0-1-1" 2 12.9583149687397 0.52130907103952 "MoNeu" 16.5205704508358 0.275179705858077 0.144736585319202 "True" 41.6225236889539
0 0 0 0 0 2786.38985911071 0 0 "ProDC_Day9_516" "ProDC_Day9" 516 "ProDC" "Day9" 739 0 0 0 0 0 20.9001022899808 0 0 20.9001022899808 TRUE 0 0 0 0 0 1 0 0 "0-0-0-0-0-0-0-1" 1 17.0148062756541 3.8014810405716 "Neu" 37.9130223112069 0 0 "True" 20.9001022899808
