cDC1,cDC2,pDC,Eos,Mon,Neu,B
15,1,1,0,0,0,0
13,0,3,10,9,6,44
49,67,23,55,155,666,2
1,0,1,5,1,1,0
0,0,1,0,0,0,0
2,8,1,3,0,0,2
28,49,23,96,148,531,45
0,0,0,0,0,0,1323
0,1,0,0,0,0,1667
0,0,0,0,0,0,1331
1,2,0,0,1,1,282
0,4,10,1,1,0,92
0,0,0,0,0,0,3213
16,25,22,63,97,66,2716
30,27,15,42,67,157,25
0,0,0,0,0,0,4373
0,0,0,0,0,0,1020
0,0,2,2,9,5,10
18,19,17,29,63,54,4159
13,32,12,39,43,91,17
0,0,0,0,0,0,2142
0,0,1,7,49,46,0
0,0,3,2,15,6,0
13,5,6,16,25,162,0
0,0,0,0,0,0,3293
52,37,23,58,87,209,91
4,0,0,0,0,0,277
0,0,0,0,0,0,7391
2,2,7,8,18,20,58
3,0,1,2,1,2,676
2,1,0,3,35,7,956
2,24,7,1,7,1,8094
0,0,0,0,0,0,2959
22,21,3,25,61,44,9
43,85,28,18,25,64,142
7,2,3,0,4,2,0
2,2,1,0,6,0,766
33,35,18,6,3,0,219
0,4,0,2,5,6,2174
5,12,6,12,6,28,62
7,2,6,5,1,0,0
0,0,1,0,0,0,0
0,3,0,6,12,12,801
0,0,0,1,8,11,8
3,1,6,8,31,10,3369
24,24,12,33,76,20,3693
6,21,0,2,12,9,0
0,0,0,0,0,0,1576
1,2,2,10,4,17,0
0,0,0,0,0,0,3128
1,10,2,0,0,0,0
0,0,0,2,0,0,0
6,0,0,0,11,1,0
7,5,11,2,1,4,0
0,0,0,0,0,0,2406
1,13,0,2,13,7,3216
12,17,12,13,40,59,4973
0,7,1,1,0,9,0
25,26,13,53,66,195,15
0,0,0,0,0,0,1994
23,30,9,9,14,22,0
0,0,0,0,0,0,540
0,0,0,0,0,0,274
26,12,19,21,41,96,12
5,1,5,10,6,8,1
7,9,10,10,21,13,2871
5,18,3,6,1,38,29
19,32,9,17,62,42,3288
5,3,0,0,0,0,0
0,0,0,0,0,0,2792
0,0,0,0,0,0,924
12,11,7,24,37,93,2296
15,38,14,1,5,29,0
39,56,17,62,100,144,107
0,0,0,0,0,0,3166
5,0,1,0,0,0,0
4,0,0,0,0,0,3067
0,3,1,4,11,1,1
0,0,0,0,0,0,1
0,1,0,0,1,18,0
0,0,1,0,8,4,0
0,1,0,0,0,0,0
0,0,1,0,0,0,0
97,73,24,73,125,376,101
0,0,0,0,0,0,2193
14,12,9,22,86,77,219
0,1,0,2,1,2,0
0,0,0,0,1,0,262
0,0,0,0,0,0,1887
4,10,1,4,4,28,0
0,0,0,0,0,0,2225
0,0,0,0,0,0,2137
0,0,0,0,0,0,1880
18,27,9,36,48,77,0
0,0,0,0,0,0,2623
5,0,1,3,19,2,2
5,19,4,3,21,26,7619
6,20,2,1,0,0,0
0,0,0,2,1,1,313
2,0,1,2,12,1,767
0,0,0,0,0,0,304
0,0,0,0,0,0,515
0,0,0,0,0,0,429
0,0,0,1,2,2,1063
1,1,4,5,2,1,0
8,3,1,7,28,34,5602
0,0,0,0,0,0,1419
5,0,0,0,0,0,0
0,0,0,0,0,0,38
15,53,14,1,8,37,8
0,0,0,0,2,0,5280
0,0,0,0,0,0,3391
20,6,2,2,2,8,2273
5,1,0,1,20,12,3086
10,16,3,0,0,1,0
0,0,0,1,0,0,0
1,6,1,9,50,18,547
0,0,0,0,0,0,3351
21,8,0,9,9,29,0
5,19,3,17,106,74,21
18,2,3,9,8,32,0
0,0,0,0,0,0,2213
0,0,0,0,0,0,3823
3,6,6,26,10,3,46
5,2,0,0,0,0,0
6,11,9,11,22,28,447
0,0,0,0,0,0,92
0,0,0,10,11,5,10
0,0,0,3,4,1,13
26,39,15,25,12,86,12
9,1,8,19,3,23,0
48,28,16,63,142,395,70
3,3,1,4,8,36,0
10,0,0,0,0,0,0
3,0,5,12,30,18,41
35,55,10,8,15,39,0
13,7,15,13,9,13,0
5,4,0,4,39,95,0
36,15,9,31,37,190,18
0,0,1,8,13,2,0
12,4,4,13,20,9,1519
0,0,1,0,5,2,0
3,1,0,1,27,17,0
0,0,0,0,0,0,74
15,0,2,14,2,1,0
0,0,0,0,0,0,307
0,7,0,1,15,4,0
0,0,0,0,15,5,2842
0,0,0,0,3,3,1016
0,0,0,0,0,0,1438
10,2,1,9,42,14,2
42,51,12,36,40,149,56
1,6,1,1,0,0,0
2,0,3,1,0,0,0
10,25,5,30,73,76,20
28,11,8,16,20,81,2
7,17,7,4,0,7,3
0,0,0,0,0,1,0
0,0,0,0,0,0,3701
0,0,0,0,0,0,4222
0,0,0,0,0,0,130
0,0,0,0,3,4,3931
0,0,3,1,4,6,66
27,37,12,59,137,502,8
8,2,4,13,25,31,60
0,0,0,0,0,0,436
1,1,0,11,19,6,1272
31,28,8,26,40,108,2
0,0,0,3,7,0,0
8,0,2,13,10,26,0
0,0,0,0,0,0,1320
0,8,5,2,0,0,0
0,0,0,0,0,0,2565
26,50,3,14,10,28,42
8,21,11,4,0,0,85
0,0,0,0,0,0,751
13,16,7,19,54,294,1
2,0,2,12,2,0,0
0,0,0,0,0,0,3360
0,0,0,0,4,0,1954
7,7,14,12,8,27,140
0,0,0,0,0,0,3316
2,12,0,0,8,0,6720
0,0,0,0,0,0,2175
0,0,0,0,0,0,727
11,23,6,6,8,13,2121
3,6,3,11,6,1,61
0,0,0,0,5,0,787
3,2,2,6,6,21,2568
6,20,10,3,16,41,1
39,61,26,14,40,68,0
0,0,0,0,0,0,282
6,0,0,3,8,79,0
8,2,5,4,18,128,0
18,37,14,27,71,128,85
0,0,0,0,0,4,0
2,1,0,2,1,5,0
0,2,2,3,1,0,0
1,13,2,1,33,17,5377
1,1,3,2,1,0,0
0,0,0,0,0,0,2425
0,0,0,0,0,0,1412
0,0,0,0,0,0,2575
2,5,0,1,3,18,0
23,42,5,4,12,26,0
0,0,0,0,0,1,1511
2,0,0,1,2,0,0
0,0,0,0,0,0,6598
0,0,0,0,0,0,621
0,0,0,0,0,0,210
0,0,0,0,0,0,1695
0,0,0,0,0,0,987
3,0,2,1,0,0,0
6,11,8,20,31,116,0
9,6,2,11,0,25,235
0,0,0,0,0,0,274
0,0,0,0,0,0,7408
0,2,0,1,0,0,0
1,1,1,6,28,4,1
0,0,0,0,0,0,1001
2,0,3,1,0,33,0
5,1,2,0,0,0,0
23,24,10,15,69,196,1
28,43,27,34,79,70,1802
0,0,0,1,7,1,192
3,2,1,2,32,1,1688
16,42,22,21,88,46,3489
3,0,0,3,0,0,0
21,25,17,19,17,11,192
6,23,1,0,1,2,0
3,0,0,8,0,3,0
0,0,0,0,0,0,975
0,0,0,0,0,0,739
2,7,0,0,0,1,0
0,0,0,0,0,0,958
11,1,2,0,0,0,0
2,0,0,0,7,3,2104
10,17,11,2,9,11,90
13,26,8,6,16,4,0
1,0,0,0,0,0,0
1,0,6,0,2,1,0
4,2,1,0,0,0,0
3,0,1,0,0,0,0
0,0,5,7,1,1,2119
0,0,1,0,0,0,42
0,0,0,0,0,0,336
13,0,0,0,0,0,0
0,0,0,0,0,0,1245
0,0,0,0,0,0,1727
0,0,0,0,0,0,609
5,21,13,6,22,5,1357
2,2,3,13,57,35,73
23,11,9,25,42,132,4
5,4,0,4,1,2,0
0,0,1,0,0,0,0
42,110,12,11,45,171,0
0,0,0,0,0,0,1015
0,1,5,18,57,24,43
0,7,1,0,4,3,0
0,0,0,0,0,0,1121
0,0,2,0,0,0,0
10,4,9,5,5,30,0
3,1,1,8,48,105,0
1,0,1,3,20,18,0
4,5,1,4,11,64,281
17,41,9,9,30,34,2348
1,0,1,1,9,0,557
0,0,0,0,0,0,2334
1,0,1,2,18,19,3311
1,0,0,6,34,19,0
7,11,3,11,66,13,3551
0,0,0,0,0,0,1911
5,1,2,7,2,8,0
0,0,0,0,0,0,184
0,0,2,14,7,47,0
16,30,19,4,7,43,0
4,2,0,1,1,0,346
0,0,0,0,0,0,2947
13,1,5,16,106,108,59
0,0,0,0,0,0,1453
15,48,11,10,18,21,3967
1,0,0,2,0,0,0
21,43,2,3,0,1,84
29,0,0,10,45,43,0
0,0,0,0,0,0,564
4,0,0,0,0,0,0
14,18,4,2,0,11,0
0,0,0,0,0,0,1773
4,0,5,10,28,67,0
3,0,3,17,13,4,0
0,0,0,0,0,0,1439
22,67,26,6,9,28,0
1,1,1,5,13,17,1
0,0,0,0,0,0,1194
0,4,6,3,1,4,1243
2,0,5,29,13,55,8
0,0,0,0,0,0,2904
16,21,4,25,53,111,4
7,7,3,17,22,56,0
0,0,0,0,0,0,37
3,5,1,0,4,4,7236
3,3,0,0,24,2,3998
0,4,2,2,0,0,192
0,0,0,0,0,0,10881
1,0,0,7,6,16,0
2,0,0,0,0,2,0
0,0,0,0,3,0,1467
7,6,1,16,33,97,41
0,0,0,0,0,0,332
9,5,1,0,0,0,0
0,0,0,0,0,0,695
0,0,0,0,0,0,5557
25,29,10,12,13,24,1
7,11,14,15,37,15,9659
0,0,0,0,0,0,656
2,1,1,15,25,6,0
0,0,0,0,0,0,130
0,0,0,0,0,0,1888
10,5,3,3,0,1,3
4,0,4,3,9,1,233
2,0,0,7,14,3,0
0,0,0,0,0,0,1702
18,10,5,9,19,39,0
16,8,3,9,111,100,0
13,25,11,16,20,10,9
61,80,21,51,129,266,59
6,11,16,14,34,92,1
3,5,0,1,4,1,274
35,41,16,50,64,112,2
0,0,0,0,0,0,743
32,15,4,9,13,13,0
19,37,12,18,52,83,4
42,18,12,31,36,192,3
7,2,6,2,1,1,0
16,42,9,2,0,1,0
63,27,30,4,0,2,0
3,10,4,7,17,7,2582
0,0,0,0,0,0,2574
0,0,0,0,0,0,4875
0,1,4,0,0,0,0
35,39,15,44,79,211,45
0,0,0,0,0,0,1380
11,21,5,0,0,1,0
0,0,0,0,0,0,167
0,0,0,0,0,0,25
3,5,1,0,0,0,0
13,13,7,25,19,53,3
7,3,1,4,1,0,0
3,2,1,5,2,1,0
0,0,0,1,5,1,0
0,0,0,0,0,0,726
0,0,0,0,0,0,286
25,21,8,36,85,361,0
0,0,0,0,0,0,2056
9,1,7,4,0,0,0
5,0,1,1,4,3,0
1,0,0,13,30,61,0
2,3,0,1,1,0,0
5,11,8,20,17,22,10
2,9,4,5,36,8,2260
0,0,0,3,15,2,0
0,0,0,0,0,0,6876
4,0,1,2,0,0,0
0,0,0,1,24,7,1
0,0,0,0,0,0,224
0,0,0,0,5,3,0
0,0,0,0,0,0,1706
13,35,17,6,9,21,0
3,0,3,1,0,4,0
0,0,0,0,0,0,77
0,0,0,0,0,0,1922
10,1,4,11,16,70,0
0,2,0,0,0,0,0
5,12,2,6,1,6,0
1,0,0,0,0,0,0
0,0,0,6,2,0,18
0,0,0,0,0,0,177
0,0,0,0,0,0,1186
0,0,0,0,0,0,2885
0,3,1,4,4,0,2824
0,0,0,0,0,0,1208
1,3,0,8,34,33,4
5,12,9,3,2,14,0
7,7,4,4,7,70,0
13,5,1,18,23,75,1
10,5,4,2,2,14,0
0,0,0,0,0,0,800
11,5,1,2,0,1,8
23,31,18,38,103,61,2997
6,13,7,11,10,13,1
0,0,0,0,0,0,1835
0,0,0,0,0,0,1355
9,3,2,6,22,153,0
3,2,2,1,6,27,0
13,17,4,9,1,0,0
42,53,11,6,5,29,0
35,14,2,0,0,0,0
0,0,0,0,0,0,1252
0,0,0,0,0,0,2285
0,0,0,0,0,0,3939
22,47,3,0,1,12,0
14,3,1,10,17,28,0
0,0,0,0,0,0,231
5,1,0,0,1,4,2288
5,2,1,9,13,11,1821
4,0,2,6,0,0,0
5,13,9,5,11,7,0
6,3,2,7,14,14,0
0,0,0,0,0,0,239
37,18,7,38,135,498,0
2,2,4,2,0,0,0
1,3,1,0,0,0,0
1,8,4,6,8,2,388
7,6,10,8,26,35,1697
3,0,4,4,3,6,0
6,4,2,16,86,72,90
0,0,0,0,0,0,3264
8,1,0,0,10,45,656
2,1,1,0,0,0,0
0,0,0,0,8,7,123
27,19,8,25,28,76,21
31,39,29,61,93,82,5270
1,0,0,0,0,0,194
19,5,6,12,6,6,6
8,2,10,1,9,31,70
4,1,3,0,0,0,0
3,14,2,5,6,3,0
0,0,0,0,0,0,1015
46,38,15,28,28,76,23
5,0,14,20,5,10,0
6,1,1,4,10,20,81
5,0,6,13,2,3,0
0,0,0,0,0,0,497
18,26,10,35,43,109,10
0,0,0,0,0,0,2361
1,1,0,0,1,0,184
3,0,4,44,54,33,3993
5,16,2,6,13,15,7237
1,0,0,8,15,6,0
0,0,0,0,0,0,3505
0,0,0,0,0,0,3005
14,4,4,9,7,64,162
11,19,9,6,0,14,0
0,1,4,4,6,0,1974
13,12,14,43,61,259,0
33,71,7,0,3,27,0
9,29,5,13,20,21,3753
8,14,0,0,0,0,0
11,39,8,8,12,32,390
0,0,0,0,0,0,3311
2,0,2,5,19,8,1123
2,0,0,0,0,0,15
3,2,2,5,9,17,0
0,0,5,2,3,0,0
8,2,8,33,30,19,67
2,1,1,0,1,2,156
2,0,0,0,0,1,0
19,27,3,2,17,57,401
2,0,0,4,0,0,0
0,1,1,1,1,6,0
0,0,0,0,0,0,1314
14,1,2,6,6,27,3
0,0,0,0,0,0,6989
48,38,14,14,45,209,95
8,10,7,3,1,11,323
7,0,1,0,5,1,5340
0,0,0,0,0,0,569
20,10,15,29,33,114,77
3,18,2,0,0,2,0
0,1,1,3,42,78,0
0,0,0,0,0,0,3812
78,97,12,2,1,2,0
0,1,0,3,7,7,643
0,0,0,0,0,0,3867
4,13,5,12,31,80,2
0,0,0,0,0,0,237
26,26,12,31,36,105,58
0,0,0,0,0,0,341
43,25,10,3,3,5,0
25,32,7,45,112,174,12
28,11,9,13,15,5,244
2,0,12,10,5,5,0
19,31,7,6,12,44,0
1,4,3,12,8,19,0
34,19,5,78,204,484,2
0,0,0,0,1,0,1832
0,0,0,0,0,5,0
4,5,1,12,22,2,2
16,2,2,8,14,34,0
46,37,8,3,0,0,0
0,0,0,0,0,0,551
0,0,0,0,0,0,2046
9,2,9,1,0,0,0
0,0,0,2,1,17,582
0,0,0,0,0,0,735
14,10,7,43,68,56,135
11,1,2,5,13,32,0
16,17,16,15,15,38,2120
0,0,0,0,0,0,1038
1,6,3,1,0,0,30
14,29,4,0,0,5,0
14,1,2,0,0,0,0
27,61,11,0,1,2,0
0,0,0,0,0,0,57
0,6,5,0,0,0,0
1,10,3,2,24,15,633
3,4,5,0,0,0,0
0,0,0,0,0,0,7
0,0,0,0,0,0,3309
0,0,0,1,0,0,3088
0,0,0,0,0,0,1603
4,0,3,3,0,0,0
11,2,8,0,1,30,28
14,2,10,21,48,36,1765
0,0,0,0,0,0,2290
4,13,2,2,6,13,5411
13,4,7,45,109,422,0
2,4,0,0,0,0,2857
0,0,0,0,0,0,1513
9,1,6,19,46,14,590
0,0,0,0,6,0,2462
0,0,1,1,24,4,0
8,3,3,0,0,0,0
7,5,6,5,32,4,1038
6,5,5,0,0,17,0
