cDC1,cDC2,pDC,Eos,Mon,Neu,B
4,28,0,0,0,0,0
1,9,0,0,0,0,397
15,7,1,6,14,18,917
4,3,8,17,54,124,2
10,6,8,8,6,14,9
2,0,0,0,0,0,0
1,8,0,0,1,0,0
0,0,0,0,0,0,724
0,0,0,0,0,0,147
0,0,0,6,4,4,2806
2,6,1,18,35,9,23
0,0,0,0,0,0,2455
0,0,0,0,0,0,1991
4,13,6,23,13,30,42
0,0,0,0,0,0,2061
0,0,0,0,0,0,570
0,0,0,0,0,0,1015
0,0,0,0,0,0,3790
7,2,0,1,4,0,0
2,2,0,1,0,3,0
0,0,0,2,2,1,6
109,97,99,305,303,718,291
1,3,0,11,8,9,21
0,0,0,0,0,0,906
1,2,0,0,0,0,0
0,0,0,0,1,0,0
0,0,0,1,3,1,0
0,1,0,0,2,0,3394
9,27,6,21,18,11,25
0,0,0,0,0,0,9695
3,0,0,0,0,1,0
0,0,0,0,0,0,1313
0,0,0,0,0,0,12
0,0,0,0,0,0,195
11,20,1,0,0,0,0
14,33,6,88,129,174,0
0,0,2,0,0,9,0
0,0,0,0,0,0,1001
16,1,3,12,12,68,2
5,0,6,1,12,4,710
0,0,0,0,0,0,77
1,0,0,10,15,36,0
9,33,0,1,0,0,0
0,0,0,0,0,0,2931
4,0,6,0,0,0,0
0,0,0,0,0,0,7482
10,17,12,18,24,12,0
0,0,0,0,0,0,2644
0,0,0,0,3,0,491
0,0,0,0,0,0,1572
0,0,0,0,0,0,567
0,1,0,5,2,8,0
1,1,0,0,5,1,2321
2,1,9,14,12,46,2
0,2,3,16,12,11,1
0,0,0,0,0,0,4822
0,0,3,0,0,0,44
3,35,0,0,1,0,18
0,0,0,0,0,0,5347
14,6,22,65,68,173,108
0,0,0,0,0,0,977
18,9,11,25,22,64,2963
8,3,0,0,0,0,0
0,0,0,0,0,0,1069
2,3,1,8,4,17,45
3,0,0,5,2,8,97
9,7,1,13,60,60,40
0,0,0,0,0,0,191
0,0,0,1,5,15,0
1,2,0,4,15,1,0
1,3,0,0,0,0,0
0,4,1,3,13,14,33
0,1,3,0,0,0,0
4,3,7,2,1,2,0
14,19,6,13,33,27,2495
0,0,0,0,0,0,6042
5,4,5,47,17,27,4
7,10,2,1,4,1,838
2,13,7,38,34,131,3
6,18,9,9,31,18,1345
0,0,0,0,0,0,8095
0,0,0,0,0,0,588
4,4,8,16,17,49,13
0,0,0,3,2,0,1203
2,2,11,29,76,89,0
0,0,1,4,0,0,0
0,0,0,0,0,0,308
0,1,4,0,0,13,0
0,0,0,0,0,0,4052
0,0,0,0,0,0,4357
0,0,0,0,0,0,6353
0,0,0,0,0,0,9
49,17,44,66,43,180,287
4,9,8,15,15,35,1
5,4,1,0,1,2,0
30,20,11,22,12,15,79
0,1,0,1,10,2,2738
0,2,0,6,5,4,207
0,0,0,0,0,0,2719
4,2,1,4,0,7,0
0,1,0,0,0,0,550
34,126,17,39,78,35,8193
23,17,17,34,62,55,145
21,58,0,0,0,0,0
0,0,0,0,0,0,839
12,28,9,31,18,112,0
0,0,0,0,0,0,877
8,13,0,0,3,29,0
4,0,1,6,3,13,70
8,22,4,11,72,19,2848
4,26,1,8,31,5,2820
17,48,21,22,52,84,199
0,3,7,27,32,19,117
2,12,4,7,8,3,1137
0,0,0,16,27,115,0
2,9,6,13,3,6,35
0,3,0,0,0,0,0
1,0,0,21,1,7,0
6,16,3,6,6,33,14
0,0,0,0,0,0,400
0,2,3,48,39,106,91
0,7,0,2,16,7,441
12,25,4,0,0,1,0
6,4,10,40,15,26,102
1,2,0,0,10,0,847
0,2,0,0,0,0,0
2,0,5,3,5,14,0
0,0,0,0,0,0,885
0,0,0,0,0,0,1783
10,2,5,6,26,17,7
14,9,3,21,10,59,138
0,3,0,1,5,1,1960
10,14,2,6,2,4,4944
3,0,11,21,23,91,9
5,3,0,2,14,2,0
0,0,0,3,9,12,0
7,15,15,13,36,34,570
29,30,18,33,52,95,44
1,1,0,3,8,0,1748
0,0,0,0,0,0,373
0,5,0,0,0,0,0
0,0,0,1,0,0,1276
0,0,0,0,1,0,2804
9,50,5,4,6,7,2
0,0,0,0,0,0,1933
8,1,1,0,0,0,0
10,18,1,11,8,18,746
12,14,0,1,15,3,3
9,12,1,0,3,1,2806
0,0,0,0,0,0,7283
1,0,8,21,9,33,0
28,13,25,153,270,508,16
18,25,10,22,27,35,236
3,1,0,1,4,0,0
0,0,0,2,10,3,0
1,1,0,0,0,0,0
2,4,0,4,13,16,563
4,1,15,19,2,59,12
2,7,0,22,15,7,5
17,18,15,29,56,68,428
0,0,0,0,0,0,682
19,3,5,8,4,9,0
6,16,5,3,5,0,249
0,0,0,0,0,0,3367
6,5,4,10,14,0,877
23,17,19,27,28,104,33
1,1,0,3,5,7,642
31,17,34,53,71,121,110
0,0,0,0,0,0,15
3,1,0,3,3,3,34
6,0,2,6,0,21,38
0,1,2,9,29,62,0
0,0,0,0,1,0,1206
2,1,0,0,3,6,0
0,0,0,0,0,0,2343
0,2,1,9,16,26,2999
1,4,1,27,81,162,7
12,31,19,65,71,141,127
8,27,6,15,42,51,1445
0,0,4,2,0,1,0
0,8,0,2,14,3,5805
0,0,0,0,0,0,716
6,9,11,22,19,21,285
3,20,0,0,3,0,0
0,0,0,0,0,0,4209
0,0,0,0,0,0,76
2,6,0,0,3,0,2516
3,2,0,0,0,0,0
0,0,0,0,0,0,1751
47,37,19,38,36,67,48
4,1,8,12,25,56,1
0,0,0,0,0,0,6456
1,16,2,0,1,6,1
0,1,0,0,0,0,0
2,0,2,23,13,28,0
0,1,0,0,13,0,2437
6,0,4,21,15,48,2
0,0,0,0,0,0,164
3,9,2,0,0,1,0
0,6,9,8,12,14,0
4,20,10,5,27,7,18
0,0,0,0,0,0,2782
0,0,0,0,0,0,1041
10,34,8,22,44,36,422
0,0,0,0,0,0,2272
0,3,0,0,0,0,0
21,14,41,43,73,108,19
4,2,0,2,3,0,2261
1,4,0,5,17,10,5343
23,48,24,79,196,232,33
0,0,0,9,12,16,0
9,1,0,0,0,0,0
10,13,4,1,13,10,0
32,28,18,43,63,88,2143
2,3,0,3,8,2,796
3,6,0,13,7,7,138
27,38,5,8,27,49,65
14,7,15,68,117,416,1
0,0,0,0,0,0,59
14,24,2,10,13,121,0
8,18,13,54,130,232,16
0,0,0,0,0,0,1313
16,18,11,14,12,27,7
0,0,0,0,0,0,1446
0,0,0,0,0,0,3761
0,0,0,0,0,0,68
2,7,2,0,3,9,0
0,0,0,0,0,0,173
1,0,10,44,26,77,99
0,0,1,1,0,3,3916
8,1,0,6,3,9,33
11,17,8,6,11,6,74
0,0,0,0,0,0,1372
9,0,2,6,5,8,0
0,1,1,1,3,1,0
10,1,2,12,9,54,2
1,2,0,5,27,15,41
0,0,0,41,45,29,1
0,0,0,0,0,0,391
2,3,0,0,0,0,0
1,19,0,9,13,7,4579
0,0,0,0,0,0,1270
2,0,8,10,8,32,0
0,8,1,12,17,23,7
0,3,0,0,2,0,0
0,0,0,0,0,0,836
16,23,25,42,69,95,70
0,0,0,9,8,7,3820
0,0,0,0,0,0,11572
6,4,9,10,25,10,3619
5,10,0,2,40,14,1622
2,1,0,0,0,0,0
8,8,0,0,0,2,14
2,0,7,24,17,29,5
0,0,0,0,0,0,640
0,0,0,0,0,0,666
10,2,7,19,13,25,14
0,0,0,0,0,0,135
0,0,0,0,0,0,253
0,0,0,0,0,0,734
1,1,1,13,20,24,1
0,0,0,7,13,2,42
6,8,1,2,5,11,1
0,0,0,0,1,0,293
9,44,1,0,3,0,0
0,0,0,0,0,0,1036
2,11,0,3,1,1,0
0,0,0,0,0,0,3632
0,0,0,0,0,0,232
3,1,0,0,0,0,654
14,5,9,9,36,69,472
57,27,34,59,34,143,35
7,0,2,6,9,22,0
3,6,0,0,0,0,0
0,0,1,1,2,4,0
13,4,1,12,26,1,1986
21,72,4,4,14,2,0
7,16,7,20,23,32,48
1,6,0,4,14,7,506
3,2,9,41,89,184,29
0,0,0,0,0,0,2279
17,18,20,70,65,214,2
5,27,1,0,2,0,966
0,0,0,0,0,0,2735
7,10,0,0,0,0,0
6,0,0,0,0,1,0
45,109,3,9,14,10,2
0,7,0,1,3,1,0
1,0,0,5,2,6,0
4,12,8,25,29,74,113
1,2,0,0,5,2,670
0,3,0,0,0,0,0
0,2,0,7,12,19,146
1,2,0,2,9,0,4376
0,0,0,0,0,0,2022
0,0,0,0,0,0,636
0,0,0,0,0,0,3407
0,0,0,0,0,0,337
12,54,0,0,0,0,0
2,1,4,0,1,0,0
0,0,0,0,0,0,322
0,0,0,1,8,0,290
0,0,0,0,0,0,2370
0,0,0,0,4,0,2790
0,7,0,1,9,0,1017
1,0,2,0,0,4,0
14,84,6,13,19,2,15
5,4,2,7,28,8,9
6,7,0,0,0,0,0
0,0,0,0,0,0,1085
0,0,0,0,0,0,7801
8,4,4,20,33,119,0
8,12,0,0,2,0,0
5,35,9,23,15,25,7
1,3,0,0,0,0,0
0,0,0,0,0,0,2123
0,0,0,0,0,0,2742
2,4,0,2,0,0,0
12,14,8,8,4,3,86
25,30,19,40,71,102,2035
15,0,3,5,18,16,1589
0,0,0,0,0,0,182
1,14,9,8,5,2,1227
14,10,0,0,0,0,0
0,0,0,0,0,0,1557
0,0,0,0,0,0,1994
0,2,1,6,1,9,0
4,5,2,1,18,14,8
0,3,0,0,0,0,1827
37,8,19,31,27,139,0
13,21,11,47,35,90,13
2,0,0,0,0,0,0
4,1,13,34,41,92,4
0,0,0,0,0,0,618
1,0,1,5,6,16,3
20,17,3,24,38,31,54
0,0,0,0,4,0,1346
0,1,0,0,2,1,346
1,0,3,1,11,0,5837
0,0,0,0,0,0,2748
0,0,0,0,0,0,152
0,0,0,0,0,0,3550
0,0,0,0,0,0,16
0,0,0,0,7,0,666
0,0,0,0,0,0,530
1,4,6,26,54,79,1
10,14,15,13,6,14,166
0,0,0,13,1,4,965
6,0,0,2,1,6,132
2,5,0,0,0,0,0
0,0,0,0,0,0,182
2,26,4,6,50,15,2350
14,8,9,10,11,8,38
0,0,0,0,0,0,6725
6,3,0,0,0,0,0
12,11,12,29,19,49,21
0,0,0,0,0,0,5803
0,0,0,4,15,1,2
4,3,10,5,2,15,0
0,0,0,0,3,0,1805
3,0,0,5,3,43,0
4,1,0,0,0,0,0
0,0,3,0,5,14,0
0,0,0,1,3,0,1011
7,3,9,7,13,31,8
1,1,0,0,0,0,0
0,0,0,3,2,1,0
0,0,0,0,0,0,2374
1,1,1,3,21,5,1413
8,26,6,4,27,50,3073
0,0,0,0,0,0,2385
13,15,13,65,73,80,1830
0,0,0,0,0,0,741
8,3,7,8,14,15,1
1,4,2,0,0,0,0
0,0,0,0,0,0,1101
0,0,3,0,1,0,0
1,6,30,63,147,282,0
0,5,4,0,3,2,1
0,0,0,0,1,0,7480
6,71,0,5,1,6,0
3,14,0,2,2,5,0
0,0,0,0,0,0,282
0,0,0,0,0,0,550
0,6,0,0,1,1,1
0,7,0,0,0,0,0
19,15,4,2,5,0,0
2,6,0,1,0,0,0
0,0,0,0,0,0,12222
11,19,22,69,118,377,11
0,0,0,0,0,0,775
4,2,7,19,23,154,0
9,26,10,19,13,24,1
4,5,2,11,20,8,5
0,0,0,0,0,0,6315
6,3,1,2,0,2,0
0,0,0,0,0,0,10316
9,9,10,65,39,117,35
0,0,0,0,1,1,0
36,24,20,97,134,402,0
0,0,0,0,0,0,2261
2,1,0,11,10,47,0
0,0,0,2,2,1,7796
0,0,0,0,0,0,61
1,23,7,10,5,8,3469
7,2,8,16,14,65,0
0,4,0,0,0,0,25
0,0,0,0,0,0,1460
10,16,5,4,17,32,54
0,0,0,0,0,0,354
0,0,0,0,0,0,209
15,3,0,0,1,2,0
25,45,0,5,19,10,5
0,0,0,0,1,0,1671
0,7,4,11,18,14,1
0,2,0,0,3,3,177
0,0,0,0,0,0,1658
16,30,4,17,50,56,1835
4,2,0,27,26,6,0
0,0,0,0,0,0,239
1,0,1,0,0,0,0
2,0,1,3,1,6,0
4,5,8,11,8,27,0
1,2,2,13,11,10,4
7,12,0,0,0,0,0
7,20,9,17,30,64,87
11,2,10,33,21,23,44
17,6,4,11,32,58,202
0,0,0,0,0,0,2197
0,0,0,0,0,0,6497
0,0,0,0,0,0,397
0,0,0,0,0,0,2292
0,0,0,0,0,0,1235
5,27,3,3,44,21,5324
10,19,2,14,9,50,15
31,48,9,3,11,29,301
0,0,0,0,0,0,915
0,0,0,0,0,0,5478
0,0,0,0,0,0,655
0,14,0,2,6,0,666
5,23,3,0,0,0,0
29,25,10,14,24,49,82
0,0,0,0,0,0,1507
0,0,0,0,0,0,208
0,0,0,0,1,1,3979
2,0,1,2,5,3,0
4,20,19,30,39,42,14
1,2,0,11,8,43,0
0,0,0,0,0,0,1733
4,25,2,8,12,19,2481
24,29,26,34,29,97,235
0,0,0,0,0,0,5341
0,0,1,1,11,20,0
19,24,7,21,42,40,4432
6,7,15,11,11,59,107
26,14,9,30,60,58,395
1,7,0,0,1,0,859
4,11,6,9,20,35,0
5,5,0,0,0,0,0
0,0,0,0,8,1,328
0,0,1,22,4,18,0
0,0,0,0,0,0,7688
6,11,0,0,0,0,0
9,10,9,17,26,60,563
0,0,0,0,0,0,269
0,0,0,0,0,0,1809
0,0,0,0,0,0,1979
0,0,0,0,0,0,527
0,2,0,0,1,0,10
0,0,0,0,0,0,607
0,0,0,0,2,1,0
6,13,3,5,18,3,1406
21,119,2,0,12,5,0
0,0,11,1,11,14,0
5,8,2,0,1,11,18
6,20,14,20,10,45,0
1,1,0,0,0,0,0
30,13,36,66,27,171,307
10,34,5,27,51,21,4929
0,0,0,0,0,0,413
10,27,13,27,33,49,105
0,0,0,0,0,0,13
0,0,0,0,0,0,3133
3,4,13,12,23,95,2
0,8,0,0,0,0,0
0,0,0,1,1,0,0
5,0,1,6,1,0,6794
0,1,1,0,0,5,0
0,0,0,0,0,0,612
11,7,5,1,9,28,1297
12,24,5,5,33,18,3220
0,3,0,0,0,1,6040
17,25,9,14,30,41,32
0,0,0,0,0,0,18
3,14,1,0,1,5,1506
1,1,9,2,18,47,18
0,0,0,0,4,0,8823
18,76,0,0,1,0,0
0,0,0,0,0,0,600
16,32,1,4,8,4,0
3,12,3,104,115,247,19
0,11,0,0,1,0,652
0,0,0,0,0,0,1722
13,29,3,11,27,24,32
40,48,35,75,77,155,1137
0,0,0,0,1,1,141
0,0,0,0,3,3,0
0,4,0,0,0,0,3742
0,0,0,0,0,0,761
0,0,0,0,0,0,160
51,38,48,125,88,306,36
0,0,0,0,1,0,0
8,11,33,49,78,144,3
0,0,0,0,0,0,2249
6,4,0,0,0,0,1315
23,16,30,53,53,156,534
26,88,31,47,132,83,5257
0,0,0,0,0,0,2291
4,12,0,2,6,0,0
5,18,11,57,103,275,10
1,0,7,70,41,31,0
15,20,11,58,49,59,6
13,48,9,18,123,32,7264
0,0,0,0,0,0,982
0,0,0,0,0,0,2231
17,69,0,6,11,3,24
0,0,5,0,0,0,0
0,0,0,3,0,9,1483
15,7,4,10,5,11,1
12,24,1,0,4,1,0
1,11,3,12,12,2,3334
0,6,0,0,1,1,1355
1,0,8,4,0,5,0
0,0,0,0,0,0,2546
20,59,3,6,30,35,50
22,11,5,6,9,37,0
0,0,0,0,2,0,159
0,0,0,0,0,0,551
0,0,0,0,0,0,4474
0,0,0,0,0,0,376
61,123,35,56,122,102,2095
1,0,1,1,11,3,1914
0,0,0,0,0,0,456
0,1,0,0,1,0,219
1,8,0,0,2,0,0
0,0,0,0,0,0,2635
0,0,0,0,0,0,476
0,0,0,7,2,0,2290
7,30,0,14,42,24,0
4,8,6,3,13,10,5
3,6,10,5,1,2,0
3,14,0,0,1,0,0
0,0,2,1,0,1,0
2,18,8,6,4,0,0
0,0,0,0,0,0,3120
4,1,7,6,33,45,0
5,5,2,29,38,88,2
0,0,0,0,0,0,202
2,11,0,6,8,19,83
58,17,35,134,149,331,4
0,0,0,0,0,0,543
35,70,30,46,108,145,5241
6,3,5,15,10,37,27
1,0,0,0,1,1,0
19,49,7,3,72,17,5237
31,72,14,109,133,216,951
3,8,0,0,0,0,0
0,0,0,1,1,13,0
18,7,17,28,34,122,12
0,0,0,0,0,0,24
13,17,14,21,25,48,1
0,0,0,0,0,0,1407
0,0,0,0,0,0,2044
0,0,0,0,1,0,1010
0,0,0,0,0,0,465
0,3,0,0,0,0,989
3,6,1,4,2,19,0
0,0,0,0,0,0,28
5,64,1,0,0,0,0
25,14,23,45,44,213,7
21,8,20,60,102,297,7
0,0,0,2,2,21,0
0,0,0,0,0,0,227
0,0,0,0,0,0,1051
0,0,2,32,7,10,0
20,4,8,11,3,6,0
3,6,0,0,3,0,0
0,0,0,0,0,0,448
0,0,0,0,0,0,1319
1,2,4,16,8,42,0
0,0,0,2,3,1,0
0,0,0,0,0,0,316
5,2,0,0,5,7,683
12,5,8,0,0,1,0
31,50,14,35,43,65,871
6,4,2,3,10,14,0
1,0,0,0,1,2,477
2,28,3,15,27,25,6
1,0,1,11,24,53,0
8,8,18,87,115,454,1
8,6,20,20,24,58,39
1,0,3,1,3,0,0
2,0,0,0,0,0,0
0,0,0,0,0,0,265
2,0,8,13,7,5,1
5,0,11,28,46,224,0
0,5,0,0,0,0,0
1,0,0,0,0,0,0
2,8,2,2,5,1,9
2,6,1,2,5,10,1012
26,41,1,0,9,2,0
3,6,3,3,1,13,0
0,5,0,6,21,11,3983
0,4,0,1,5,1,278
7,15,4,4,3,4,10
4,2,0,11,17,28,15
5,15,1,2,15,1,1845
6,6,6,32,34,58,3
0,0,0,0,0,0,2076
0,0,0,0,0,0,3365
7,0,0,0,0,0,0
10,0,3,3,2,11,0
0,0,0,0,0,0,5941
1,1,3,13,26,68,0
3,19,3,6,9,13,0
9,1,0,5,2,8,0
1,1,5,0,7,8,0
4,12,3,37,76,117,5
1,0,0,0,1,0,511
2,9,5,1,1,5,0
0,0,0,0,0,0,4264
5,31,0,0,0,0,0
0,0,0,0,0,0,5910
12,50,9,5,10,27,11
13,4,7,6,19,76,6
9,0,7,11,2,7,0
0,3,2,25,11,11,30
0,0,0,0,0,0,987
47,12,44,54,94,202,41
0,2,0,5,3,0,0
0,0,0,0,0,0,530
0,0,0,0,0,0,7176
0,0,0,0,0,0,2094
0,0,0,0,0,0,216
0,0,0,0,0,0,2813
0,0,0,0,0,0,529
1,5,1,1,3,14,276
5,7,3,11,5,32,148
2,4,2,13,19,10,4
0,0,0,0,0,0,320
0,0,1,0,0,1,0
9,8,4,18,17,44,23
11,21,0,2,7,0,6
5,6,5,7,33,19,106
0,0,0,0,0,0,5921
0,0,0,0,0,0,8498
0,0,7,0,0,1,0
33,64,0,0,0,0,0
23,66,9,23,49,55,43
13,11,2,1,3,0,43
0,8,2,31,75,17,350
11,44,1,0,1,0,211
0,0,0,0,0,0,1152
0,0,0,0,0,0,2656
10,26,5,3,12,6,2544
0,0,0,0,0,0,225
0,0,0,0,0,0,1877
4,14,3,0,0,1,0
0,0,0,0,0,0,3214
11,15,0,0,2,0,0
0,0,0,0,0,0,426
5,1,0,0,0,0,0
1,0,0,0,0,0,0
7,12,19,24,35,131,922
1,4,2,1,8,14,0
26,15,26,23,26,67,9
0,3,0,1,4,3,7639
22,40,4,14,21,20,0
0,0,0,0,0,0,1121
2,1,0,20,10,11,5
4,2,1,0,13,1,1939
4,1,1,11,11,73,0
6,0,3,2,6,35,0
0,0,0,0,0,0,2469
13,27,15,20,40,55,1246
0,0,0,0,0,0,1549
0,0,0,0,0,0,464
1,44,0,4,29,21,107
0,0,1,45,21,10,4
0,0,0,0,0,0,336
0,11,4,33,15,20,2
0,2,0,0,2,0,2331
8,2,3,0,4,0,0
0,3,0,7,64,15,20
11,3,0,0,0,0,0
8,12,5,5,13,42,0
9,12,2,7,30,10,189
2,1,3,8,37,26,1083
0,0,0,0,0,0,563
20,14,11,21,30,53,930
0,0,0,0,0,0,2800
0,0,0,6,11,10,8
6,14,0,0,1,0,0
10,29,6,10,46,20,2935
0,0,0,5,12,1,4253
1,6,0,3,6,1,2294
13,4,18,27,29,73,27
3,0,1,0,0,0,0
0,1,0,0,1,0,637
2,0,2,2,0,2,0
0,0,0,4,5,2,0
13,24,0,16,10,41,2
6,7,6,0,0,2,0
8,11,7,11,16,20,3757
4,43,4,4,5,2,0
15,48,8,2,6,4,0
0,0,0,0,0,0,561
6,7,6,4,15,19,3318
0,0,0,0,10,0,6788
0,0,0,0,0,0,223
8,15,1,1,10,4,0
4,5,0,5,14,6,1417
0,0,0,0,0,0,65
0,4,1,5,12,15,0
0,0,0,0,0,0,5534
1,7,0,4,4,4,3350
1,0,0,0,1,9,1039
2,0,0,0,0,0,0
8,1,0,1,3,0,3
16,13,13,24,72,102,0
0,0,0,0,0,0,1938
0,0,0,0,0,0,2434
0,1,4,11,40,24,1
0,0,0,0,0,0,431
3,4,5,34,32,55,0
8,28,5,39,63,10,3814
32,67,10,11,36,26,29
0,0,0,0,0,0,5222
0,0,0,3,10,15,0
1,1,0,0,0,0,15
0,0,0,0,0,5,0
0,0,0,0,0,0,1214
10,1,7,20,13,33,0
10,25,4,14,11,3,15
0,0,0,0,0,0,5967
0,0,0,0,0,0,284
0,0,0,0,0,0,557
2,0,0,0,0,0,0
2,9,4,24,94,113,39
0,0,0,1,0,0,0
0,0,0,0,3,0,2532
1,4,4,9,20,13,7
6,7,0,0,4,0,4360
20,10,1,3,14,6,2116
10,31,3,0,3,14,124
2,0,0,16,14,4,4
25,36,1,12,18,13,2
0,7,0,2,4,0,935
6,0,10,26,24,65,32
3,1,0,5,4,15,0
4,1,0,1,5,19,0
1,0,0,0,0,0,444
0,0,0,0,0,0,1708
0,9,0,1,0,0,187
0,0,0,0,0,0,1593
2,2,0,0,0,0,0
0,0,0,0,0,0,212
0,1,0,3,2,0,5
7,1,3,0,6,9,564
0,0,0,0,0,0,1142
0,0,1,29,14,43,0
0,0,0,0,0,0,5198
29,14,4,14,49,46,5
4,1,5,6,28,25,1
0,0,0,0,0,0,530
1,0,1,11,4,4,0
4,20,0,1,16,8,1
0,0,14,62,125,191,102
0,0,0,0,0,0,2185
0,0,0,0,0,0,619
38,51,19,45,25,93,0
4,19,0,5,11,3,1
0,0,0,0,0,0,294
0,0,5,9,16,89,0
20,41,12,12,22,78,4
14,2,0,0,0,0,0
0,0,0,0,0,0,1673
4,5,0,2,6,2,13
0,0,0,1,6,1,328
2,1,1,0,0,0,0
0,0,0,0,0,0,144
9,0,1,2,0,0,0
0,0,0,0,0,0,5058
0,0,0,0,2,0,2626
3,0,0,0,0,1,0
15,117,1,11,25,8,883
23,10,17,17,25,94,2985
2,4,4,11,6,34,0
3,13,2,1,1,6,0
2,1,6,22,12,75,0
3,0,10,3,3,2,0
0,0,0,0,0,0,1892
3,4,3,26,9,22,1
0,0,0,0,0,0,4782
3,0,0,14,2,3,36
0,0,0,0,0,0,247
12,0,0,9,10,32,0
28,45,12,28,48,50,842
0,0,0,0,0,0,997
0,8,0,0,2,0,1832
0,0,0,0,0,0,2705
0,0,0,0,0,0,218
12,13,8,6,21,12,17
1,0,1,15,10,21,3
0,0,0,0,0,0,5304
0,0,0,0,0,0,341
1,0,2,32,24,21,3
8,2,8,9,13,1,0
17,24,7,30,33,62,149
1,0,1,0,3,4,0
0,0,0,0,0,0,2130
64,25,5,4,10,16,0
3,1,8,1,1,3,0
3,6,0,0,0,0,0
4,21,3,0,0,0,27
0,0,0,0,0,0,1414
56,246,3,28,26,36,6
0,0,0,0,0,0,661
0,0,0,0,0,0,591
14,5,8,11,8,59,7
0,0,0,0,0,0,1610
0,0,0,2,7,10,3868
0,0,0,0,0,0,517
22,77,4,0,5,7,0
19,39,0,0,0,0,0
2,0,6,13,4,35,60
2,3,1,14,14,37,0
12,4,0,0,5,12,2
0,2,0,38,42,54,0
10,44,2,5,24,2,217
0,0,0,0,0,0,1831
6,8,0,1,12,8,113
0,0,0,0,0,0,1998
0,0,0,0,0,0,965
23,14,9,12,4,47,5
1,0,0,0,1,1,0
15,48,5,6,22,20,65
13,22,23,17,24,43,422
0,0,0,0,0,0,700
0,0,2,22,5,11,0
0,1,0,0,0,0,1803
23,15,0,0,0,0,0
5,9,12,21,19,56,1
0,1,0,0,0,1,1157
0,0,0,0,0,0,2455
5,16,3,25,108,44,0
1,3,0,0,0,0,0
3,1,2,6,6,16,25
1,11,0,0,2,0,0
0,0,1,0,6,0,373
8,30,0,1,3,1,2228
4,9,3,3,23,16,5
1,0,0,1,2,11,0
7,9,6,29,26,75,446
0,1,3,11,7,9,0
10,47,0,5,8,13,0
0,0,0,0,0,0,4753
8,3,10,0,0,3,0
33,160,0,2,0,2,0
0,7,16,1,11,18,17
5,13,1,0,2,8,0
0,0,0,0,0,0,331
3,0,4,10,27,16,3
0,3,1,5,27,15,168
0,0,0,0,7,1,676
3,0,0,0,0,0,0
0,4,1,0,4,2,2348
0,0,0,0,1,0,415
0,0,0,0,0,0,130
16,42,4,4,3,8,0
3,21,0,5,36,7,2781
0,0,0,3,11,3,2105
0,0,0,0,0,0,134
0,0,0,0,0,0,1520
15,36,12,54,17,39,0
7,7,3,5,11,26,1
2,2,1,7,10,50,0
2,10,1,31,37,25,0
1,0,0,0,0,1,0
3,13,4,0,6,0,3
28,74,28,38,104,117,4963
0,0,0,0,0,0,443
13,80,9,9,8,21,17
2,2,1,0,2,2,0
0,0,0,0,0,0,496
0,5,3,29,43,79,21
0,0,0,0,0,0,1618
1,10,0,11,4,2,0
5,2,0,2,2,3,7
8,15,15,26,43,63,2
13,6,0,0,0,3,0
18,16,0,0,0,0,0
